"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_217_forward_input.0","NN_BatchNorm2d_217_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_217_forward_output","NN_BatchNorm2d_217_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_218_forward_input.0","NN_BatchNorm2d_218_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_218_forward_output","NN_BatchNorm2d_218_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_219_forward_input.0","NN_BatchNorm2d_219_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_219_forward_output","NN_BatchNorm2d_219_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_220_forward_input.0","NN_BatchNorm2d_220_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_220_forward_output","NN_BatchNorm2d_220_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_221_forward_input.0","NN_BatchNorm2d_221_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_221_forward_output","NN_BatchNorm2d_221_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_222_forward_input.0","NN_BatchNorm2d_222_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_222_forward_output","NN_BatchNorm2d_222_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_223_forward_input.0","NN_BatchNorm2d_223_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"NN_BatchNorm2d_223_forward_output","NN_BatchNorm2d_223_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"Functional_relu_26_forward_input.0","Functional_relu_26_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04872","0.03220, 0.13675"
"Functional_relu_26_forward_output","Functional_relu_26_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_216_forward_input.0","NN_Conv2d_216_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_216_forward_output","NN_Conv2d_216_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"NN_Conv2d_217_forward_input.0","NN_Conv2d_217_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_217_forward_output","NN_Conv2d_217_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"NN_Conv2d_218_forward_input.0","NN_Conv2d_218_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_218_forward_output","NN_Conv2d_218_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"NN_Conv2d_219_forward_input.0","NN_Conv2d_219_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_219_forward_output","NN_Conv2d_219_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"NN_Conv2d_220_forward_input.0","NN_Conv2d_220_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_220_forward_output","NN_Conv2d_220_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"NN_Conv2d_221_forward_input.0","NN_Conv2d_221_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_221_forward_output","NN_Conv2d_221_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"NN_Conv2d_222_forward_input.0","NN_Conv2d_222_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_222_forward_output","NN_Conv2d_222_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"NN_Conv2d_223_forward_input.0","NN_Conv2d_223_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.17%","0.29371","0.02197, 0.09463"
"NN_Conv2d_223_forward_output","NN_Conv2d_223_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"Functional_concat_12_forward_input.0.0","Torch_cat_12_forward_input.0.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06183","0.06370, 0.55563"
"Functional_concat_12_forward_input.0.1","Torch_cat_12_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.79%","-0.30098","0.01335, 0.05198"
"","Torch_cat_12_forward_output","","(10, 352, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_12_forward_output","","(10, 352, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_224_forward_input.0","NN_BatchNorm2d_224_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_224_forward_output","NN_BatchNorm2d_224_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_225_forward_input.0","NN_BatchNorm2d_225_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_225_forward_output","NN_BatchNorm2d_225_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_226_forward_input.0","NN_BatchNorm2d_226_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_226_forward_output","NN_BatchNorm2d_226_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_227_forward_input.0","NN_BatchNorm2d_227_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_227_forward_output","NN_BatchNorm2d_227_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_228_forward_input.0","NN_BatchNorm2d_228_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_228_forward_output","NN_BatchNorm2d_228_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_229_forward_input.0","NN_BatchNorm2d_229_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_229_forward_output","NN_BatchNorm2d_229_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_230_forward_input.0","NN_BatchNorm2d_230_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_230_forward_output","NN_BatchNorm2d_230_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_231_forward_input.0","NN_BatchNorm2d_231_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"NN_BatchNorm2d_231_forward_output","NN_BatchNorm2d_231_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"Functional_relu_27_forward_input.0","Functional_relu_27_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"Functional_relu_27_forward_output","Functional_relu_27_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_224_forward_input.0","NN_Conv2d_224_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_224_forward_output","NN_Conv2d_224_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_Conv2d_225_forward_input.0","NN_Conv2d_225_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_225_forward_output","NN_Conv2d_225_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_Conv2d_226_forward_input.0","NN_Conv2d_226_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_226_forward_output","NN_Conv2d_226_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_Conv2d_227_forward_input.0","NN_Conv2d_227_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_227_forward_output","NN_Conv2d_227_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_Conv2d_228_forward_input.0","NN_Conv2d_228_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_228_forward_output","NN_Conv2d_228_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_Conv2d_229_forward_input.0","NN_Conv2d_229_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_229_forward_output","NN_Conv2d_229_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_Conv2d_230_forward_input.0","NN_Conv2d_230_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_230_forward_output","NN_Conv2d_230_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_Conv2d_231_forward_input.0","NN_Conv2d_231_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.58%","0.21221","0.04036, 0.35777"
"NN_Conv2d_231_forward_output","NN_Conv2d_231_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_232_forward_input.0","NN_BatchNorm2d_232_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_232_forward_output","NN_BatchNorm2d_232_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_233_forward_input.0","NN_BatchNorm2d_233_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_233_forward_output","NN_BatchNorm2d_233_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_234_forward_input.0","NN_BatchNorm2d_234_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_234_forward_output","NN_BatchNorm2d_234_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_235_forward_input.0","NN_BatchNorm2d_235_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_235_forward_output","NN_BatchNorm2d_235_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_236_forward_input.0","NN_BatchNorm2d_236_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_236_forward_output","NN_BatchNorm2d_236_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_237_forward_input.0","NN_BatchNorm2d_237_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_237_forward_output","NN_BatchNorm2d_237_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_238_forward_input.0","NN_BatchNorm2d_238_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_238_forward_output","NN_BatchNorm2d_238_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_239_forward_input.0","NN_BatchNorm2d_239_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"NN_BatchNorm2d_239_forward_output","NN_BatchNorm2d_239_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"Functional_relu_28_forward_input.0","Functional_relu_28_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01327","0.03154, 0.14483"
"Functional_relu_28_forward_output","Functional_relu_28_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_232_forward_input.0","NN_Conv2d_232_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_232_forward_output","NN_Conv2d_232_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"NN_Conv2d_233_forward_input.0","NN_Conv2d_233_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_233_forward_output","NN_Conv2d_233_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"NN_Conv2d_234_forward_input.0","NN_Conv2d_234_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_234_forward_output","NN_Conv2d_234_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"NN_Conv2d_235_forward_input.0","NN_Conv2d_235_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_235_forward_output","NN_Conv2d_235_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"NN_Conv2d_236_forward_input.0","NN_Conv2d_236_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_236_forward_output","NN_Conv2d_236_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"NN_Conv2d_237_forward_input.0","NN_Conv2d_237_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_237_forward_output","NN_Conv2d_237_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"NN_Conv2d_238_forward_input.0","NN_Conv2d_238_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_238_forward_output","NN_Conv2d_238_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"NN_Conv2d_239_forward_input.0","NN_Conv2d_239_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.92%","0.29413","0.01946, 0.09090"
"NN_Conv2d_239_forward_output","NN_Conv2d_239_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"Functional_concat_13_forward_input.0.0","Torch_cat_13_forward_input.0.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06240","0.05912, 0.55563"
"Functional_concat_13_forward_input.0.1","Torch_cat_13_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.42%","0.06798","0.01092, 0.04145"
"","Torch_cat_13_forward_output","","(10, 384, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_13_forward_output","","(10, 384, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_240_forward_input.0","NN_BatchNorm2d_240_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_240_forward_output","NN_BatchNorm2d_240_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"NN_BatchNorm2d_241_forward_input.0","NN_BatchNorm2d_241_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_241_forward_output","NN_BatchNorm2d_241_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"NN_BatchNorm2d_242_forward_input.0","NN_BatchNorm2d_242_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_242_forward_output","NN_BatchNorm2d_242_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"NN_BatchNorm2d_243_forward_input.0","NN_BatchNorm2d_243_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_243_forward_output","NN_BatchNorm2d_243_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"NN_BatchNorm2d_244_forward_input.0","NN_BatchNorm2d_244_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_244_forward_output","NN_BatchNorm2d_244_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"NN_BatchNorm2d_245_forward_input.0","NN_BatchNorm2d_245_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_245_forward_output","NN_BatchNorm2d_245_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"NN_BatchNorm2d_246_forward_input.0","NN_BatchNorm2d_246_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_246_forward_output","NN_BatchNorm2d_246_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"NN_BatchNorm2d_247_forward_input.0","NN_BatchNorm2d_247_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05511, 0.55563"
"NN_BatchNorm2d_247_forward_output","NN_BatchNorm2d_247_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"Functional_relu_29_forward_input.0","Functional_relu_29_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.31%","-0.06217","0.05510, 0.55563"
"Functional_relu_29_forward_output","Functional_relu_29_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_240_forward_input.0","NN_Conv2d_240_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_240_forward_output","NN_Conv2d_240_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_Conv2d_241_forward_input.0","NN_Conv2d_241_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_241_forward_output","NN_Conv2d_241_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_Conv2d_242_forward_input.0","NN_Conv2d_242_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_242_forward_output","NN_Conv2d_242_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_Conv2d_243_forward_input.0","NN_Conv2d_243_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_243_forward_output","NN_Conv2d_243_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_Conv2d_244_forward_input.0","NN_Conv2d_244_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_244_forward_output","NN_Conv2d_244_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_Conv2d_245_forward_input.0","NN_Conv2d_245_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_245_forward_output","NN_Conv2d_245_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_Conv2d_246_forward_input.0","NN_Conv2d_246_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_246_forward_output","NN_Conv2d_246_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_Conv2d_247_forward_input.0","NN_Conv2d_247_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.43%","0.21229","0.03791, 0.35777"
"NN_Conv2d_247_forward_output","NN_Conv2d_247_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_248_forward_input.0","NN_BatchNorm2d_248_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_248_forward_output","NN_BatchNorm2d_248_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_249_forward_input.0","NN_BatchNorm2d_249_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_249_forward_output","NN_BatchNorm2d_249_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_250_forward_input.0","NN_BatchNorm2d_250_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_250_forward_output","NN_BatchNorm2d_250_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_251_forward_input.0","NN_BatchNorm2d_251_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_251_forward_output","NN_BatchNorm2d_251_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_252_forward_input.0","NN_BatchNorm2d_252_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_252_forward_output","NN_BatchNorm2d_252_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_253_forward_input.0","NN_BatchNorm2d_253_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_253_forward_output","NN_BatchNorm2d_253_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_254_forward_input.0","NN_BatchNorm2d_254_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_254_forward_output","NN_BatchNorm2d_254_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_255_forward_input.0","NN_BatchNorm2d_255_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"NN_BatchNorm2d_255_forward_output","NN_BatchNorm2d_255_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
"Functional_relu_30_forward_input.0","Functional_relu_30_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19170","0.03138, 0.14226"
