"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_129_forward_input.0","NN_BatchNorm2d_129_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.16%","-0.06516","0.04126, 0.18529"
"NN_BatchNorm2d_129_forward_output","NN_BatchNorm2d_129_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.16%","-0.06516","0.04126, 0.18529"
"NN_BatchNorm2d_130_forward_input.0","NN_BatchNorm2d_130_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.16%","-0.06516","0.04126, 0.18529"
"NN_BatchNorm2d_130_forward_output","NN_BatchNorm2d_130_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.16%","-0.06516","0.04126, 0.18529"
"NN_BatchNorm2d_131_forward_input.0","NN_BatchNorm2d_131_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.16%","-0.06516","0.04126, 0.18529"
"NN_BatchNorm2d_131_forward_output","NN_BatchNorm2d_131_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.16%","-0.06516","0.04126, 0.18529"
"Functional_relu_20_forward_input.0","Functional_relu_20_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.16%","-0.06516","0.04126, 0.18529"
"Functional_relu_20_forward_output","Functional_relu_20_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.80%","0.29777","0.02472, 0.10865"
"NN_Conv2d_126_forward_input.0","NN_Conv2d_126_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.80%","0.29777","0.02472, 0.10865"
"NN_Conv2d_126_forward_output","NN_Conv2d_126_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.14171","0.01397, 0.04911"
"NN_Conv2d_127_forward_input.0","NN_Conv2d_127_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.80%","0.29777","0.02472, 0.10865"
"NN_Conv2d_127_forward_output","NN_Conv2d_127_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.14171","0.01397, 0.04911"
"NN_Conv2d_128_forward_input.0","NN_Conv2d_128_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.80%","0.29777","0.02472, 0.10865"
"NN_Conv2d_128_forward_output","NN_Conv2d_128_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.14171","0.01397, 0.04911"
"NN_Conv2d_129_forward_input.0","NN_Conv2d_129_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.80%","0.29777","0.02472, 0.10865"
"NN_Conv2d_129_forward_output","NN_Conv2d_129_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.14171","0.01397, 0.04911"
"NN_Conv2d_130_forward_input.0","NN_Conv2d_130_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.80%","0.29777","0.02472, 0.10865"
"NN_Conv2d_130_forward_output","NN_Conv2d_130_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.14171","0.01397, 0.04911"
"NN_Conv2d_131_forward_input.0","NN_Conv2d_131_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.80%","0.29777","0.02472, 0.10865"
"NN_Conv2d_131_forward_output","NN_Conv2d_131_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.14171","0.01397, 0.04911"
"Functional_concat_9_forward_input.0.0","Torch_cat_9_forward_input.0.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.20%","-0.06223","0.08483, 0.56788"
"Functional_concat_9_forward_input.0.1","Torch_cat_9_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.14171","0.01397, 0.04911"
"","Torch_cat_9_forward_output","","(10, 256, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_9_forward_output","","(10, 256, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_132_forward_input.0","NN_BatchNorm2d_132_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_132_forward_output","NN_BatchNorm2d_132_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_133_forward_input.0","NN_BatchNorm2d_133_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_133_forward_output","NN_BatchNorm2d_133_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_134_forward_input.0","NN_BatchNorm2d_134_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_134_forward_output","NN_BatchNorm2d_134_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_135_forward_input.0","NN_BatchNorm2d_135_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_135_forward_output","NN_BatchNorm2d_135_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_136_forward_input.0","NN_BatchNorm2d_136_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_136_forward_output","NN_BatchNorm2d_136_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_137_forward_input.0","NN_BatchNorm2d_137_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"NN_BatchNorm2d_137_forward_output","NN_BatchNorm2d_137_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"Functional_relu_21_forward_input.0","Functional_relu_21_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"Functional_relu_21_forward_output","Functional_relu_21_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","24.15%","0.21219","0.05181, 0.36458"
"NN_Conv2d_132_forward_input.0","NN_Conv2d_132_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","24.15%","0.21219","0.05181, 0.36458"
"NN_Conv2d_132_forward_output","NN_Conv2d_132_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_Conv2d_133_forward_input.0","NN_Conv2d_133_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","24.15%","0.21219","0.05181, 0.36458"
"NN_Conv2d_133_forward_output","NN_Conv2d_133_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_Conv2d_134_forward_input.0","NN_Conv2d_134_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","24.15%","0.21219","0.05181, 0.36458"
"NN_Conv2d_134_forward_output","NN_Conv2d_134_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_Conv2d_135_forward_input.0","NN_Conv2d_135_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","24.15%","0.21219","0.05181, 0.36458"
"NN_Conv2d_135_forward_output","NN_Conv2d_135_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_Conv2d_136_forward_input.0","NN_Conv2d_136_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","24.15%","0.21219","0.05181, 0.36458"
"NN_Conv2d_136_forward_output","NN_Conv2d_136_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_Conv2d_137_forward_input.0","NN_Conv2d_137_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","24.15%","0.21219","0.05181, 0.36458"
"NN_Conv2d_137_forward_output","NN_Conv2d_137_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_138_forward_input.0","NN_BatchNorm2d_138_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_138_forward_output","NN_BatchNorm2d_138_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_139_forward_input.0","NN_BatchNorm2d_139_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_139_forward_output","NN_BatchNorm2d_139_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_140_forward_input.0","NN_BatchNorm2d_140_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_140_forward_output","NN_BatchNorm2d_140_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_141_forward_input.0","NN_BatchNorm2d_141_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_141_forward_output","NN_BatchNorm2d_141_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_142_forward_input.0","NN_BatchNorm2d_142_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_142_forward_output","NN_BatchNorm2d_142_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_143_forward_input.0","NN_BatchNorm2d_143_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"NN_BatchNorm2d_143_forward_output","NN_BatchNorm2d_143_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"Functional_relu_22_forward_input.0","Functional_relu_22_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02574","0.03399, 0.19198"
"Functional_relu_22_forward_output","Functional_relu_22_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.76%","0.29670","0.02398, 0.11537"
"NN_Conv2d_138_forward_input.0","NN_Conv2d_138_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.76%","0.29670","0.02398, 0.11537"
"NN_Conv2d_138_forward_output","NN_Conv2d_138_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.32%","-0.16017","0.01582, 0.05747"
"NN_Conv2d_139_forward_input.0","NN_Conv2d_139_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.76%","0.29670","0.02398, 0.11537"
"NN_Conv2d_139_forward_output","NN_Conv2d_139_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.32%","-0.16017","0.01582, 0.05747"
"NN_Conv2d_140_forward_input.0","NN_Conv2d_140_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.76%","0.29670","0.02398, 0.11537"
"NN_Conv2d_140_forward_output","NN_Conv2d_140_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.32%","-0.16017","0.01582, 0.05747"
"NN_Conv2d_141_forward_input.0","NN_Conv2d_141_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.76%","0.29670","0.02398, 0.11537"
"NN_Conv2d_141_forward_output","NN_Conv2d_141_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.32%","-0.16017","0.01582, 0.05747"
"NN_Conv2d_142_forward_input.0","NN_Conv2d_142_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.76%","0.29670","0.02398, 0.11537"
"NN_Conv2d_142_forward_output","NN_Conv2d_142_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.32%","-0.16017","0.01582, 0.05747"
"NN_Conv2d_143_forward_input.0","NN_Conv2d_143_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.76%","0.29670","0.02398, 0.11537"
"NN_Conv2d_143_forward_output","NN_Conv2d_143_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.32%","-0.16017","0.01582, 0.05747"
"Functional_concat_10_forward_input.0.0","Torch_cat_10_forward_input.0.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.23%","-0.06157","0.07597, 0.56788"
"Functional_concat_10_forward_input.0.1","Torch_cat_10_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.32%","-0.16017","0.01582, 0.05747"
"","Torch_cat_10_forward_output","","(10, 288, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_10_forward_output","","(10, 288, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_144_forward_input.0","NN_BatchNorm2d_144_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_144_forward_output","NN_BatchNorm2d_144_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_145_forward_input.0","NN_BatchNorm2d_145_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_145_forward_output","NN_BatchNorm2d_145_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_146_forward_input.0","NN_BatchNorm2d_146_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_146_forward_output","NN_BatchNorm2d_146_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_147_forward_input.0","NN_BatchNorm2d_147_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_147_forward_output","NN_BatchNorm2d_147_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_148_forward_input.0","NN_BatchNorm2d_148_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_148_forward_output","NN_BatchNorm2d_148_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_149_forward_input.0","NN_BatchNorm2d_149_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"NN_BatchNorm2d_149_forward_output","NN_BatchNorm2d_149_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"Functional_relu_23_forward_input.0","Functional_relu_23_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"Functional_relu_23_forward_output","Functional_relu_23_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.24%","0.21210","0.04723, 0.36458"
"NN_Conv2d_144_forward_input.0","NN_Conv2d_144_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.24%","0.21210","0.04723, 0.36458"
"NN_Conv2d_144_forward_output","NN_Conv2d_144_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_Conv2d_145_forward_input.0","NN_Conv2d_145_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.24%","0.21210","0.04723, 0.36458"
"NN_Conv2d_145_forward_output","NN_Conv2d_145_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_Conv2d_146_forward_input.0","NN_Conv2d_146_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.24%","0.21210","0.04723, 0.36458"
"NN_Conv2d_146_forward_output","NN_Conv2d_146_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_Conv2d_147_forward_input.0","NN_Conv2d_147_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.24%","0.21210","0.04723, 0.36458"
"NN_Conv2d_147_forward_output","NN_Conv2d_147_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_Conv2d_148_forward_input.0","NN_Conv2d_148_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.24%","0.21210","0.04723, 0.36458"
"NN_Conv2d_148_forward_output","NN_Conv2d_148_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_Conv2d_149_forward_input.0","NN_Conv2d_149_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.24%","0.21210","0.04723, 0.36458"
"NN_Conv2d_149_forward_output","NN_Conv2d_149_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_150_forward_input.0","NN_BatchNorm2d_150_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_150_forward_output","NN_BatchNorm2d_150_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_151_forward_input.0","NN_BatchNorm2d_151_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_151_forward_output","NN_BatchNorm2d_151_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_152_forward_input.0","NN_BatchNorm2d_152_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_152_forward_output","NN_BatchNorm2d_152_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_153_forward_input.0","NN_BatchNorm2d_153_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_153_forward_output","NN_BatchNorm2d_153_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_154_forward_input.0","NN_BatchNorm2d_154_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_154_forward_output","NN_BatchNorm2d_154_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_155_forward_input.0","NN_BatchNorm2d_155_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"NN_BatchNorm2d_155_forward_output","NN_BatchNorm2d_155_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"Functional_relu_24_forward_input.0","Functional_relu_24_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.23%","0.15323","0.03006, 0.13837"
"Functional_relu_24_forward_output","Functional_relu_24_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.37%","0.42629","0.02123, 0.08046"
"NN_Conv2d_150_forward_input.0","NN_Conv2d_150_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.37%","0.42629","0.02123, 0.08046"
"NN_Conv2d_150_forward_output","NN_Conv2d_150_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.37%","-0.02912","0.01496, 0.05091"
"NN_Conv2d_151_forward_input.0","NN_Conv2d_151_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.37%","0.42629","0.02123, 0.08046"
"NN_Conv2d_151_forward_output","NN_Conv2d_151_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.37%","-0.02912","0.01496, 0.05091"
"NN_Conv2d_152_forward_input.0","NN_Conv2d_152_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.37%","0.42629","0.02123, 0.08046"
"NN_Conv2d_152_forward_output","NN_Conv2d_152_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.37%","-0.02912","0.01496, 0.05091"
"NN_Conv2d_153_forward_input.0","NN_Conv2d_153_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.37%","0.42629","0.02123, 0.08046"
"NN_Conv2d_153_forward_output","NN_Conv2d_153_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.37%","-0.02912","0.01496, 0.05091"
"NN_Conv2d_154_forward_input.0","NN_Conv2d_154_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.37%","0.42629","0.02123, 0.08046"
"NN_Conv2d_154_forward_output","NN_Conv2d_154_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.37%","-0.02912","0.01496, 0.05091"
"NN_Conv2d_155_forward_input.0","NN_Conv2d_155_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.37%","0.42629","0.02123, 0.08046"
"NN_Conv2d_155_forward_output","NN_Conv2d_155_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.37%","-0.02912","0.01496, 0.05091"
"Functional_concat_11_forward_input.0.0","Torch_cat_11_forward_input.0.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.24%","-0.06185","0.06929, 0.56788"
"Functional_concat_11_forward_input.0.1","Torch_cat_11_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.37%","-0.02912","0.01496, 0.05091"
"","Torch_cat_11_forward_output","","(10, 320, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_11_forward_output","","(10, 320, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_156_forward_input.0","NN_BatchNorm2d_156_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_156_forward_output","NN_BatchNorm2d_156_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_157_forward_input.0","NN_BatchNorm2d_157_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_157_forward_output","NN_BatchNorm2d_157_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_158_forward_input.0","NN_BatchNorm2d_158_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_158_forward_output","NN_BatchNorm2d_158_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_159_forward_input.0","NN_BatchNorm2d_159_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_159_forward_output","NN_BatchNorm2d_159_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_160_forward_input.0","NN_BatchNorm2d_160_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_160_forward_output","NN_BatchNorm2d_160_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_161_forward_input.0","NN_BatchNorm2d_161_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"NN_BatchNorm2d_161_forward_output","NN_BatchNorm2d_161_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"Functional_relu_25_forward_input.0","Functional_relu_25_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06175","0.06386, 0.56788"
"Functional_relu_25_forward_output","Functional_relu_25_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21234","0.04346, 0.36458"
"NN_Conv2d_156_forward_input.0","NN_Conv2d_156_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21234","0.04346, 0.36458"
"NN_Conv2d_156_forward_output","NN_Conv2d_156_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.04912","0.03228, 0.13555"
"NN_Conv2d_157_forward_input.0","NN_Conv2d_157_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21234","0.04346, 0.36458"
"NN_Conv2d_157_forward_output","NN_Conv2d_157_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.04912","0.03228, 0.13555"
"NN_Conv2d_158_forward_input.0","NN_Conv2d_158_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21234","0.04346, 0.36458"
"NN_Conv2d_158_forward_output","NN_Conv2d_158_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.04912","0.03228, 0.13555"
"NN_Conv2d_159_forward_input.0","NN_Conv2d_159_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21234","0.04346, 0.36458"
"NN_Conv2d_159_forward_output","NN_Conv2d_159_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.04912","0.03228, 0.13555"
"NN_Conv2d_160_forward_input.0","NN_Conv2d_160_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21234","0.04346, 0.36458"
"NN_Conv2d_160_forward_output","NN_Conv2d_160_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.04912","0.03228, 0.13555"
"NN_Conv2d_161_forward_input.0","NN_Conv2d_161_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21234","0.04346, 0.36458"
