"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_57_forward_input.0","NN_BatchNorm2d_57_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.23%","-0.07424","0.06986, 0.71795"
"NN_BatchNorm2d_57_forward_output","NN_BatchNorm2d_57_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.23%","-0.07424","0.06986, 0.71795"
"Functional_relu_27_forward_input.0","Functional_relu_27_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.23%","-0.07424","0.06986, 0.71795"
"Functional_relu_27_forward_output","Functional_relu_27_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.14%","0.21751","0.04816, 0.54394"
"NN_Conv2d_56_forward_input.0","NN_Conv2d_56_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.14%","0.21751","0.04816, 0.54394"
"NN_Conv2d_56_forward_output","NN_Conv2d_56_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.15%","-0.00640","0.03820, 0.19796"
"NN_Conv2d_57_forward_input.0","NN_Conv2d_57_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.14%","0.21751","0.04816, 0.54394"
"NN_Conv2d_57_forward_output","NN_Conv2d_57_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.15%","-0.00640","0.03820, 0.19796"
"NN_BatchNorm2d_58_forward_input.0","NN_BatchNorm2d_58_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.15%","-0.00640","0.03820, 0.19796"
"NN_BatchNorm2d_58_forward_output","NN_BatchNorm2d_58_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.15%","-0.00640","0.03820, 0.19796"
"NN_BatchNorm2d_59_forward_input.0","NN_BatchNorm2d_59_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.15%","-0.00640","0.03820, 0.19796"
"NN_BatchNorm2d_59_forward_output","NN_BatchNorm2d_59_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.15%","-0.00640","0.03820, 0.19796"
"Functional_relu_28_forward_input.0","Functional_relu_28_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.15%","-0.00640","0.03820, 0.19796"
"Functional_relu_28_forward_output","Functional_relu_28_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.31%","0.28121","0.02388, 0.13033"
"NN_Conv2d_58_forward_input.0","NN_Conv2d_58_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.31%","0.28121","0.02388, 0.13033"
"NN_Conv2d_58_forward_output","NN_Conv2d_58_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","0.05274","0.01346, 0.05807"
"NN_Conv2d_59_forward_input.0","NN_Conv2d_59_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.31%","0.28121","0.02388, 0.13033"
"NN_Conv2d_59_forward_output","NN_Conv2d_59_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","0.05274","0.01346, 0.05807"
"Functional_concat_13_forward_input.0.0","Torch_cat_13_forward_input.0.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.23%","-0.07424","0.06986, 0.71795"
"Functional_concat_13_forward_input.0.1","Torch_cat_13_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","0.05274","0.01346, 0.05807"
"","Torch_cat_13_forward_output","","(10, 384, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_13_forward_output","","(10, 384, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_60_forward_input.0","NN_BatchNorm2d_60_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.25%","-0.07399","0.06516, 0.71795"
"NN_BatchNorm2d_60_forward_output","NN_BatchNorm2d_60_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.25%","-0.07399","0.06516, 0.71795"
"NN_BatchNorm2d_61_forward_input.0","NN_BatchNorm2d_61_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.25%","-0.07399","0.06516, 0.71795"
"NN_BatchNorm2d_61_forward_output","NN_BatchNorm2d_61_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.25%","-0.07399","0.06516, 0.71795"
"Functional_relu_29_forward_input.0","Functional_relu_29_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.25%","-0.07399","0.06516, 0.71795"
"Functional_relu_29_forward_output","Functional_relu_29_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","24.79%","0.21758","0.04511, 0.54394"
"NN_Conv2d_60_forward_input.0","NN_Conv2d_60_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","24.79%","0.21758","0.04511, 0.54394"
"NN_Conv2d_60_forward_output","NN_Conv2d_60_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.17%","-0.17724","0.03737, 0.19621"
"NN_Conv2d_61_forward_input.0","NN_Conv2d_61_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","24.79%","0.21758","0.04511, 0.54394"
"NN_Conv2d_61_forward_output","NN_Conv2d_61_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.17%","-0.17724","0.03737, 0.19621"
"NN_BatchNorm2d_62_forward_input.0","NN_BatchNorm2d_62_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.17%","-0.17724","0.03737, 0.19621"
"NN_BatchNorm2d_62_forward_output","NN_BatchNorm2d_62_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.17%","-0.17724","0.03737, 0.19621"
"NN_BatchNorm2d_63_forward_input.0","NN_BatchNorm2d_63_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.17%","-0.17724","0.03737, 0.19621"
"NN_BatchNorm2d_63_forward_output","NN_BatchNorm2d_63_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.17%","-0.17724","0.03737, 0.19621"
"Functional_relu_30_forward_input.0","Functional_relu_30_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.17%","-0.17724","0.03737, 0.19621"
"Functional_relu_30_forward_output","Functional_relu_30_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","19.64%","0.21516","0.02412, 0.15558"
"NN_Conv2d_62_forward_input.0","NN_Conv2d_62_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","19.64%","0.21516","0.02412, 0.15558"
"NN_Conv2d_62_forward_output","NN_Conv2d_62_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.51%","-0.07535","0.01431, 0.06371"
"NN_Conv2d_63_forward_input.0","NN_Conv2d_63_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","19.64%","0.21516","0.02412, 0.15558"
"NN_Conv2d_63_forward_output","NN_Conv2d_63_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.51%","-0.07535","0.01431, 0.06371"
"Functional_concat_14_forward_input.0.0","Torch_cat_14_forward_input.0.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.25%","-0.07399","0.06516, 0.71795"
"Functional_concat_14_forward_input.0.1","Torch_cat_14_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.51%","-0.07535","0.01431, 0.06371"
"","Torch_cat_14_forward_output","","(10, 416, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_14_forward_output","","(10, 416, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_64_forward_input.0","NN_BatchNorm2d_64_forward_input.0","(10, 416, 28, 28)","(10, 416, 28, 28)","False","0.27%","-0.07400","0.06125, 0.71795"
"NN_BatchNorm2d_64_forward_output","NN_BatchNorm2d_64_forward_output","(10, 416, 28, 28)","(10, 416, 28, 28)","False","0.27%","-0.07400","0.06125, 0.71795"
"NN_BatchNorm2d_65_forward_input.0","NN_BatchNorm2d_65_forward_input.0","(10, 416, 28, 28)","(10, 416, 28, 28)","False","0.27%","-0.07400","0.06125, 0.71795"
"NN_BatchNorm2d_65_forward_output","NN_BatchNorm2d_65_forward_output","(10, 416, 28, 28)","(10, 416, 28, 28)","False","0.27%","-0.07400","0.06125, 0.71795"
"Functional_relu_31_forward_input.0","Functional_relu_31_forward_input.0","(10, 416, 28, 28)","(10, 416, 28, 28)","False","0.27%","-0.07400","0.06125, 0.71795"
"Functional_relu_31_forward_output","Functional_relu_31_forward_output","(10, 416, 28, 28)","(10, 416, 28, 28)","False","24.69%","0.21792","0.04228, 0.54394"
"NN_Conv2d_64_forward_input.0","NN_Conv2d_64_forward_input.0","(10, 416, 28, 28)","(10, 416, 28, 28)","False","24.69%","0.21792","0.04228, 0.54394"
"NN_Conv2d_64_forward_output","NN_Conv2d_64_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.15653","0.03619, 0.20788"
"NN_Conv2d_65_forward_input.0","NN_Conv2d_65_forward_input.0","(10, 416, 28, 28)","(10, 416, 28, 28)","False","24.69%","0.21792","0.04228, 0.54394"
"NN_Conv2d_65_forward_output","NN_Conv2d_65_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.15653","0.03619, 0.20788"
"NN_BatchNorm2d_66_forward_input.0","NN_BatchNorm2d_66_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.15653","0.03619, 0.20788"
"NN_BatchNorm2d_66_forward_output","NN_BatchNorm2d_66_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.15653","0.03619, 0.20788"
"NN_BatchNorm2d_67_forward_input.0","NN_BatchNorm2d_67_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.15653","0.03619, 0.20788"
"NN_BatchNorm2d_67_forward_output","NN_BatchNorm2d_67_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.15653","0.03619, 0.20788"
"Functional_relu_32_forward_input.0","Functional_relu_32_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.15653","0.03619, 0.20788"
"Functional_relu_32_forward_output","Functional_relu_32_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","23.72%","0.22259","0.02380, 0.11901"
"NN_Conv2d_66_forward_input.0","NN_Conv2d_66_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","23.72%","0.22259","0.02380, 0.11901"
"NN_Conv2d_66_forward_output","NN_Conv2d_66_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.47%","0.16596","0.01296, 0.04862"
"NN_Conv2d_67_forward_input.0","NN_Conv2d_67_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","23.72%","0.22259","0.02380, 0.11901"
"NN_Conv2d_67_forward_output","NN_Conv2d_67_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.47%","0.16596","0.01296, 0.04862"
"Functional_concat_15_forward_input.0.0","Torch_cat_15_forward_input.0.0","(10, 416, 28, 28)","(10, 416, 28, 28)","False","0.27%","-0.07400","0.06125, 0.71795"
"Functional_concat_15_forward_input.0.1","Torch_cat_15_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.47%","0.16596","0.01296, 0.04862"
"","Torch_cat_15_forward_output","","(10, 448, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_15_forward_output","","(10, 448, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_68_forward_input.0","NN_BatchNorm2d_68_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.28%","-0.07353","0.05780, 0.71795"
"NN_BatchNorm2d_68_forward_output","NN_BatchNorm2d_68_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.28%","-0.07353","0.05780, 0.71795"
"NN_BatchNorm2d_69_forward_input.0","NN_BatchNorm2d_69_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.28%","-0.07353","0.05780, 0.71795"
"NN_BatchNorm2d_69_forward_output","NN_BatchNorm2d_69_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.28%","-0.07353","0.05780, 0.71795"
"Functional_relu_33_forward_input.0","Functional_relu_33_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.28%","-0.07353","0.05780, 0.71795"
"Functional_relu_33_forward_output","Functional_relu_33_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","24.52%","0.21839","0.03980, 0.54394"
"NN_Conv2d_68_forward_input.0","NN_Conv2d_68_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","24.52%","0.21839","0.03980, 0.54394"
"NN_Conv2d_68_forward_output","NN_Conv2d_68_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.05232","0.03286, 0.18219"
"NN_Conv2d_69_forward_input.0","NN_Conv2d_69_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","24.52%","0.21839","0.03980, 0.54394"
"NN_Conv2d_69_forward_output","NN_Conv2d_69_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.05232","0.03286, 0.18219"
"NN_BatchNorm2d_70_forward_input.0","NN_BatchNorm2d_70_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.05232","0.03286, 0.18219"
"NN_BatchNorm2d_70_forward_output","NN_BatchNorm2d_70_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.05232","0.03286, 0.18218"
"NN_BatchNorm2d_71_forward_input.0","NN_BatchNorm2d_71_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.05232","0.03286, 0.18219"
"NN_BatchNorm2d_71_forward_output","NN_BatchNorm2d_71_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.05232","0.03286, 0.18218"
"Functional_relu_34_forward_input.0","Functional_relu_34_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.21%","0.05232","0.03286, 0.18218"
"Functional_relu_34_forward_output","Functional_relu_34_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.75%","0.34529","0.02157, 0.15207"
"NN_Conv2d_70_forward_input.0","NN_Conv2d_70_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.75%","0.34529","0.02157, 0.15207"
"NN_Conv2d_70_forward_output","NN_Conv2d_70_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.57%","-0.05623","0.01287, 0.06433"
"NN_Conv2d_71_forward_input.0","NN_Conv2d_71_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.75%","0.34529","0.02157, 0.15207"
"NN_Conv2d_71_forward_output","NN_Conv2d_71_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.57%","-0.05623","0.01287, 0.06433"
"Functional_concat_16_forward_input.0.0","Torch_cat_16_forward_input.0.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.28%","-0.07353","0.05780, 0.71795"
"Functional_concat_16_forward_input.0.1","Torch_cat_16_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.57%","-0.05623","0.01287, 0.06433"
"","Torch_cat_16_forward_output","","(10, 480, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_16_forward_output","","(10, 480, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_72_forward_input.0","NN_BatchNorm2d_72_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.30%","-0.07349","0.05481, 0.71795"
"NN_BatchNorm2d_72_forward_output","NN_BatchNorm2d_72_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.30%","-0.07349","0.05481, 0.71795"
"NN_BatchNorm2d_73_forward_input.0","NN_BatchNorm2d_73_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.30%","-0.07349","0.05481, 0.71795"
"NN_BatchNorm2d_73_forward_output","NN_BatchNorm2d_73_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.30%","-0.07349","0.05481, 0.71795"
"Functional_relu_35_forward_input.0","Functional_relu_35_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.30%","-0.07349","0.05481, 0.71795"
"Functional_relu_35_forward_output","Functional_relu_35_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","24.37%","0.21855","0.03767, 0.54394"
"NN_Conv2d_72_forward_input.0","NN_Conv2d_72_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","24.37%","0.21855","0.03767, 0.54394"
"NN_Conv2d_72_forward_output","NN_Conv2d_72_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02854","0.03183, 0.15876"
"NN_Conv2d_73_forward_input.0","NN_Conv2d_73_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","24.37%","0.21855","0.03767, 0.54394"
"NN_Conv2d_73_forward_output","NN_Conv2d_73_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02854","0.03183, 0.15876"
"NN_BatchNorm2d_74_forward_input.0","NN_BatchNorm2d_74_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02854","0.03183, 0.15876"
"NN_BatchNorm2d_74_forward_output","NN_BatchNorm2d_74_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02854","0.03183, 0.15876"
"NN_BatchNorm2d_75_forward_input.0","NN_BatchNorm2d_75_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02854","0.03183, 0.15876"
"NN_BatchNorm2d_75_forward_output","NN_BatchNorm2d_75_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02854","0.03183, 0.15876"
"Functional_relu_36_forward_input.0","Functional_relu_36_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.02854","0.03183, 0.15876"
"Functional_relu_36_forward_output","Functional_relu_36_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.36%","0.32687","0.02305, 0.12956"
"NN_Conv2d_74_forward_input.0","NN_Conv2d_74_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.36%","0.32687","0.02305, 0.12956"
"NN_Conv2d_74_forward_output","NN_Conv2d_74_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.46%","0.04958","0.01277, 0.05766"
"NN_Conv2d_75_forward_input.0","NN_Conv2d_75_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.36%","0.32687","0.02305, 0.12956"
"NN_Conv2d_75_forward_output","NN_Conv2d_75_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.46%","0.04958","0.01277, 0.05766"
"Functional_concat_17_forward_input.0.0","Torch_cat_17_forward_input.0.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.30%","-0.07349","0.05481, 0.71795"
"Functional_concat_17_forward_input.0.1","Torch_cat_17_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.46%","0.04958","0.01277, 0.05766"
"","Torch_cat_17_forward_output","","(10, 512, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_17_forward_output","","(10, 512, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_76_forward_input.0","NN_BatchNorm2d_76_forward_input.0","(10, 512, 28, 28)","(10, 512, 28, 28)","False","0.31%","-0.07327","0.05218, 0.71795"
"NN_BatchNorm2d_76_forward_output","NN_BatchNorm2d_76_forward_output","(10, 512, 28, 28)","(10, 512, 28, 28)","False","0.31%","-0.07327","0.05218, 0.71795"
"NN_BatchNorm2d_77_forward_input.0","NN_BatchNorm2d_77_forward_input.0","(10, 512, 28, 28)","(10, 512, 28, 28)","False","0.31%","-0.07327","0.05218, 0.71795"
"NN_BatchNorm2d_77_forward_output","NN_BatchNorm2d_77_forward_output","(10, 512, 28, 28)","(10, 512, 28, 28)","False","0.31%","-0.07327","0.05218, 0.71795"
"Functional_relu_37_forward_input.0","Functional_relu_37_forward_input.0","(10, 512, 28, 28)","(10, 512, 28, 28)","False","0.31%","-0.07327","0.05218, 0.71795"
"Functional_relu_37_forward_output","Functional_relu_37_forward_output","(10, 512, 28, 28)","(10, 512, 28, 28)","False","23.92%","0.21879","0.03573, 0.54394"
"NN_Conv2d_76_forward_input.0","NN_Conv2d_76_forward_input.0","(10, 512, 28, 28)","(10, 512, 28, 28)","False","23.92%","0.21879","0.03573, 0.54394"
"NN_Conv2d_76_forward_output","NN_Conv2d_76_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.20%","0.04645","0.02995, 0.16042"
"NN_Conv2d_77_forward_input.0","NN_Conv2d_77_forward_input.0","(10, 512, 28, 28)","(10, 512, 28, 28)","False","23.92%","0.21879","0.03573, 0.54394"
"NN_Conv2d_77_forward_output","NN_Conv2d_77_forward_output","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.20%","0.04645","0.02995, 0.16042"
"NN_AvgPool2d_2_forward_input.0","NN_AvgPool2d_2_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.20%","0.04645","0.02995, 0.16042"
"NN_AvgPool2d_2_forward_output","NN_AvgPool2d_2_forward_output","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"NN_AvgPool2d_3_forward_input.0","NN_AvgPool2d_3_forward_input.0","(10, 256, 28, 28)","(10, 256, 28, 28)","False","0.20%","0.04645","0.02995, 0.16042"
"NN_AvgPool2d_3_forward_output","NN_AvgPool2d_3_forward_output","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"NN_BatchNorm2d_78_forward_input.0","NN_BatchNorm2d_78_forward_input.0","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"NN_BatchNorm2d_78_forward_output","NN_BatchNorm2d_78_forward_output","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"NN_BatchNorm2d_79_forward_input.0","NN_BatchNorm2d_79_forward_input.0","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"NN_BatchNorm2d_79_forward_output","NN_BatchNorm2d_79_forward_output","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"Functional_relu_38_forward_input.0","Functional_relu_38_forward_input.0","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"Functional_relu_38_forward_output","Functional_relu_38_forward_output","(10, 256, 14, 14)","(10, 256, 14, 14)","False","26.47%","0.32187","0.01964, 0.10097"
"NN_Conv2d_78_forward_input.0","NN_Conv2d_78_forward_input.0","(10, 256, 14, 14)","(10, 256, 14, 14)","False","26.47%","0.32187","0.01964, 0.10097"
"NN_Conv2d_78_forward_output","NN_Conv2d_78_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.43%","-0.07998","0.01286, 0.06275"
"NN_Conv2d_79_forward_input.0","NN_Conv2d_79_forward_input.0","(10, 256, 14, 14)","(10, 256, 14, 14)","False","26.47%","0.32187","0.01964, 0.10097"
"NN_Conv2d_79_forward_output","NN_Conv2d_79_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.43%","-0.07998","0.01286, 0.06275"
"NN_BatchNorm2d_80_forward_input.0","NN_BatchNorm2d_80_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.43%","-0.07998","0.01286, 0.06275"
"NN_BatchNorm2d_80_forward_output","NN_BatchNorm2d_80_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.43%","-0.07998","0.01286, 0.06275"
"NN_BatchNorm2d_81_forward_input.0","NN_BatchNorm2d_81_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.43%","-0.07998","0.01286, 0.06275"
"NN_BatchNorm2d_81_forward_output","NN_BatchNorm2d_81_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.43%","-0.07998","0.01286, 0.06275"
"Functional_relu_39_forward_input.0","Functional_relu_39_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.43%","-0.07998","0.01286, 0.06275"
"Functional_relu_39_forward_output","Functional_relu_39_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","24.74%","0.29382","0.00831, 0.03682"
"NN_Conv2d_80_forward_input.0","NN_Conv2d_80_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","24.74%","0.29382","0.00831, 0.03682"
"NN_Conv2d_80_forward_output","NN_Conv2d_80_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.40%","0.04574","0.00482, 0.02036"
"NN_Conv2d_81_forward_input.0","NN_Conv2d_81_forward_input.0","(10, 128, 14, 14)","(10, 128, 14, 14)","False","24.74%","0.29382","0.00831, 0.03682"
"NN_Conv2d_81_forward_output","NN_Conv2d_81_forward_output","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.40%","0.04574","0.00482, 0.02036"
"Functional_concat_18_forward_input.0.0","Torch_cat_18_forward_input.0.0","(10, 256, 14, 14)","(10, 256, 14, 14)","False","0.21%","0.04755","0.02958, 0.14673"
"Functional_concat_18_forward_input.0.1","Torch_cat_18_forward_input.0.1","(10, 32, 14, 14)","(10, 32, 14, 14)","False","1.40%","0.04574","0.00482, 0.02036"
"","Torch_cat_18_forward_output","","(10, 288, 14, 14)","False","0.00%","nan","nan, nan"
"Functional_concat_18_forward_output","","(10, 288, 14, 14)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_82_forward_input.0","NN_BatchNorm2d_82_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_82_forward_output","NN_BatchNorm2d_82_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_83_forward_input.0","NN_BatchNorm2d_83_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"NN_BatchNorm2d_83_forward_output","NN_BatchNorm2d_83_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"Functional_relu_40_forward_input.0","Functional_relu_40_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","0.35%","0.04754","0.02683, 0.14673"
"Functional_relu_40_forward_output","Functional_relu_40_forward_output","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_82_forward_input.0","NN_Conv2d_82_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
"NN_Conv2d_82_forward_output","NN_Conv2d_82_forward_output","(10, 128, 14, 14)","(10, 128, 14, 14)","False","0.52%","0.07877","0.01102, 0.05811"
"NN_Conv2d_83_forward_input.0","NN_Conv2d_83_forward_input.0","(10, 288, 14, 14)","(10, 288, 14, 14)","False","26.12%","0.32215","0.01777, 0.10097"
