"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_BatchNorm2d_181_forward_input.0","NN_BatchNorm2d_181_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_181_forward_output","NN_BatchNorm2d_181_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_182_forward_input.0","NN_BatchNorm2d_182_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_182_forward_output","NN_BatchNorm2d_182_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_183_forward_input.0","NN_BatchNorm2d_183_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_183_forward_output","NN_BatchNorm2d_183_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_184_forward_input.0","NN_BatchNorm2d_184_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_184_forward_output","NN_BatchNorm2d_184_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_185_forward_input.0","NN_BatchNorm2d_185_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_185_forward_output","NN_BatchNorm2d_185_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_186_forward_input.0","NN_BatchNorm2d_186_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_186_forward_output","NN_BatchNorm2d_186_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_187_forward_input.0","NN_BatchNorm2d_187_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_187_forward_output","NN_BatchNorm2d_187_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_188_forward_input.0","NN_BatchNorm2d_188_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_188_forward_output","NN_BatchNorm2d_188_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"NN_BatchNorm2d_189_forward_input.0","NN_BatchNorm2d_189_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"NN_BatchNorm2d_189_forward_output","NN_BatchNorm2d_189_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"Functional_relu_17_forward_input.0","Functional_relu_17_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11130, 0.71132"
"Functional_relu_17_forward_output","Functional_relu_17_forward_output","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_180_forward_input.0","NN_Conv2d_180_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_180_forward_output","NN_Conv2d_180_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_181_forward_input.0","NN_Conv2d_181_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_181_forward_output","NN_Conv2d_181_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_182_forward_input.0","NN_Conv2d_182_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_182_forward_output","NN_Conv2d_182_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_183_forward_input.0","NN_Conv2d_183_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_183_forward_output","NN_Conv2d_183_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_184_forward_input.0","NN_Conv2d_184_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_184_forward_output","NN_Conv2d_184_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_185_forward_input.0","NN_Conv2d_185_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_185_forward_output","NN_Conv2d_185_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_186_forward_input.0","NN_Conv2d_186_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_186_forward_output","NN_Conv2d_186_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_187_forward_input.0","NN_Conv2d_187_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_187_forward_output","NN_Conv2d_187_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_188_forward_input.0","NN_Conv2d_188_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_188_forward_output","NN_Conv2d_188_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_Conv2d_189_forward_input.0","NN_Conv2d_189_forward_input.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","22.49%","0.21111","0.07531, 0.51359"
"NN_Conv2d_189_forward_output","NN_Conv2d_189_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_190_forward_input.0","NN_BatchNorm2d_190_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_190_forward_output","NN_BatchNorm2d_190_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_191_forward_input.0","NN_BatchNorm2d_191_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_191_forward_output","NN_BatchNorm2d_191_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_192_forward_input.0","NN_BatchNorm2d_192_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_192_forward_output","NN_BatchNorm2d_192_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_193_forward_input.0","NN_BatchNorm2d_193_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_193_forward_output","NN_BatchNorm2d_193_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_194_forward_input.0","NN_BatchNorm2d_194_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_194_forward_output","NN_BatchNorm2d_194_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_195_forward_input.0","NN_BatchNorm2d_195_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_195_forward_output","NN_BatchNorm2d_195_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_196_forward_input.0","NN_BatchNorm2d_196_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_196_forward_output","NN_BatchNorm2d_196_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_197_forward_input.0","NN_BatchNorm2d_197_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_197_forward_output","NN_BatchNorm2d_197_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_198_forward_input.0","NN_BatchNorm2d_198_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_198_forward_output","NN_BatchNorm2d_198_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_199_forward_input.0","NN_BatchNorm2d_199_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"NN_BatchNorm2d_199_forward_output","NN_BatchNorm2d_199_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"Functional_relu_18_forward_input.0","Functional_relu_18_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.11%","0.09499","0.04972, 0.24958"
"Functional_relu_18_forward_output","Functional_relu_18_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_190_forward_input.0","NN_Conv2d_190_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_190_forward_output","NN_Conv2d_190_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_191_forward_input.0","NN_Conv2d_191_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_191_forward_output","NN_Conv2d_191_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_192_forward_input.0","NN_Conv2d_192_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_192_forward_output","NN_Conv2d_192_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_193_forward_input.0","NN_Conv2d_193_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_193_forward_output","NN_Conv2d_193_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_194_forward_input.0","NN_Conv2d_194_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_194_forward_output","NN_Conv2d_194_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_195_forward_input.0","NN_Conv2d_195_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_195_forward_output","NN_Conv2d_195_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_196_forward_input.0","NN_Conv2d_196_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_196_forward_output","NN_Conv2d_196_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_197_forward_input.0","NN_Conv2d_197_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_197_forward_output","NN_Conv2d_197_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_198_forward_input.0","NN_Conv2d_198_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_198_forward_output","NN_Conv2d_198_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"NN_Conv2d_199_forward_input.0","NN_Conv2d_199_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","26.89%","0.41663","0.03052, 0.16054"
"NN_Conv2d_199_forward_output","NN_Conv2d_199_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"Functional_concat_8_forward_input.0.0","Torch_cat_8_forward_input.0.0","(10, 192, 28, 28)","(10, 192, 28, 28)","False","0.12%","-0.07241","0.11131, 0.71132"
"Functional_concat_8_forward_input.0.1","Torch_cat_8_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.43%","0.09916","0.01796, 0.07983"
"","Torch_cat_8_forward_output","","(10, 224, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_8_forward_output","","(10, 224, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_200_forward_input.0","NN_BatchNorm2d_200_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_200_forward_output","NN_BatchNorm2d_200_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_201_forward_input.0","NN_BatchNorm2d_201_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_201_forward_output","NN_BatchNorm2d_201_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_202_forward_input.0","NN_BatchNorm2d_202_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_202_forward_output","NN_BatchNorm2d_202_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_203_forward_input.0","NN_BatchNorm2d_203_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_203_forward_output","NN_BatchNorm2d_203_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_204_forward_input.0","NN_BatchNorm2d_204_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_204_forward_output","NN_BatchNorm2d_204_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_205_forward_input.0","NN_BatchNorm2d_205_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_205_forward_output","NN_BatchNorm2d_205_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_206_forward_input.0","NN_BatchNorm2d_206_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_206_forward_output","NN_BatchNorm2d_206_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_207_forward_input.0","NN_BatchNorm2d_207_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_207_forward_output","NN_BatchNorm2d_207_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_208_forward_input.0","NN_BatchNorm2d_208_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_208_forward_output","NN_BatchNorm2d_208_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_209_forward_input.0","NN_BatchNorm2d_209_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"NN_BatchNorm2d_209_forward_output","NN_BatchNorm2d_209_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"Functional_relu_19_forward_input.0","Functional_relu_19_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","0.16%","-0.07171","0.09797, 0.71132"
"Functional_relu_19_forward_output","Functional_relu_19_forward_output","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_200_forward_input.0","NN_Conv2d_200_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_200_forward_output","NN_Conv2d_200_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_201_forward_input.0","NN_Conv2d_201_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_201_forward_output","NN_Conv2d_201_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_202_forward_input.0","NN_Conv2d_202_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_202_forward_output","NN_Conv2d_202_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_203_forward_input.0","NN_Conv2d_203_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_203_forward_output","NN_Conv2d_203_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_204_forward_input.0","NN_Conv2d_204_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_204_forward_output","NN_Conv2d_204_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_205_forward_input.0","NN_Conv2d_205_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_205_forward_output","NN_Conv2d_205_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_206_forward_input.0","NN_Conv2d_206_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_206_forward_output","NN_Conv2d_206_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_207_forward_input.0","NN_Conv2d_207_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_207_forward_output","NN_Conv2d_207_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_208_forward_input.0","NN_Conv2d_208_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_208_forward_output","NN_Conv2d_208_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_Conv2d_209_forward_input.0","NN_Conv2d_209_forward_input.0","(10, 224, 28, 28)","(10, 224, 28, 28)","False","22.60%","0.21119","0.06627, 0.51359"
"NN_Conv2d_209_forward_output","NN_Conv2d_209_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_210_forward_input.0","NN_BatchNorm2d_210_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_210_forward_output","NN_BatchNorm2d_210_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_211_forward_input.0","NN_BatchNorm2d_211_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_211_forward_output","NN_BatchNorm2d_211_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_212_forward_input.0","NN_BatchNorm2d_212_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_212_forward_output","NN_BatchNorm2d_212_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_213_forward_input.0","NN_BatchNorm2d_213_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_213_forward_output","NN_BatchNorm2d_213_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_214_forward_input.0","NN_BatchNorm2d_214_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_214_forward_output","NN_BatchNorm2d_214_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_215_forward_input.0","NN_BatchNorm2d_215_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_215_forward_output","NN_BatchNorm2d_215_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_216_forward_input.0","NN_BatchNorm2d_216_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_216_forward_output","NN_BatchNorm2d_216_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_217_forward_input.0","NN_BatchNorm2d_217_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_217_forward_output","NN_BatchNorm2d_217_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_218_forward_input.0","NN_BatchNorm2d_218_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_218_forward_output","NN_BatchNorm2d_218_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_219_forward_input.0","NN_BatchNorm2d_219_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"NN_BatchNorm2d_219_forward_output","NN_BatchNorm2d_219_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"Functional_relu_20_forward_input.0","Functional_relu_20_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.12%","-0.04743","0.04732, 0.23681"
"Functional_relu_20_forward_output","Functional_relu_20_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.51%","0.30337","0.02861, 0.14293"
"NN_Conv2d_210_forward_input.0","NN_Conv2d_210_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.51%","0.30337","0.02861, 0.14293"
"NN_Conv2d_210_forward_output","NN_Conv2d_210_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.38%","0.16234","0.01594, 0.06357"
"NN_Conv2d_211_forward_input.0","NN_Conv2d_211_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.51%","0.30337","0.02861, 0.14293"
"NN_Conv2d_211_forward_output","NN_Conv2d_211_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.38%","0.16234","0.01594, 0.06357"
"NN_Conv2d_212_forward_input.0","NN_Conv2d_212_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.51%","0.30337","0.02861, 0.14293"
"NN_Conv2d_212_forward_output","NN_Conv2d_212_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.38%","0.16234","0.01594, 0.06357"
"NN_Conv2d_213_forward_input.0","NN_Conv2d_213_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.51%","0.30337","0.02861, 0.14293"
"NN_Conv2d_213_forward_output","NN_Conv2d_213_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.38%","0.16234","0.01594, 0.06357"
