"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"Functional_relu_23_forward_output","Functional_relu_23_forward_output","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.25%","0.21225","0.04725, 0.36647"
"NN_Conv2d_120_forward_input.0","NN_Conv2d_120_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.25%","0.21225","0.04725, 0.36647"
"NN_Conv2d_120_forward_output","NN_Conv2d_120_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_Conv2d_121_forward_input.0","NN_Conv2d_121_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.25%","0.21225","0.04725, 0.36647"
"NN_Conv2d_121_forward_output","NN_Conv2d_121_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_Conv2d_122_forward_input.0","NN_Conv2d_122_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.25%","0.21225","0.04725, 0.36647"
"NN_Conv2d_122_forward_output","NN_Conv2d_122_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_Conv2d_123_forward_input.0","NN_Conv2d_123_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.25%","0.21225","0.04725, 0.36647"
"NN_Conv2d_123_forward_output","NN_Conv2d_123_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_Conv2d_124_forward_input.0","NN_Conv2d_124_forward_input.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","24.25%","0.21225","0.04725, 0.36647"
"NN_Conv2d_124_forward_output","NN_Conv2d_124_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_125_forward_input.0","NN_BatchNorm2d_125_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_125_forward_output","NN_BatchNorm2d_125_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_126_forward_input.0","NN_BatchNorm2d_126_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_126_forward_output","NN_BatchNorm2d_126_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_127_forward_input.0","NN_BatchNorm2d_127_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_127_forward_output","NN_BatchNorm2d_127_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_128_forward_input.0","NN_BatchNorm2d_128_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_128_forward_output","NN_BatchNorm2d_128_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_129_forward_input.0","NN_BatchNorm2d_129_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"NN_BatchNorm2d_129_forward_output","NN_BatchNorm2d_129_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"Functional_relu_24_forward_input.0","Functional_relu_24_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.15308","0.03008, 0.13779"
"Functional_relu_24_forward_output","Functional_relu_24_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.40%","0.42627","0.02125, 0.08143"
"NN_Conv2d_125_forward_input.0","NN_Conv2d_125_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.40%","0.42627","0.02125, 0.08143"
"NN_Conv2d_125_forward_output","NN_Conv2d_125_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","-0.02939","0.01497, 0.05108"
"NN_Conv2d_126_forward_input.0","NN_Conv2d_126_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.40%","0.42627","0.02125, 0.08143"
"NN_Conv2d_126_forward_output","NN_Conv2d_126_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","-0.02939","0.01497, 0.05108"
"NN_Conv2d_127_forward_input.0","NN_Conv2d_127_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.40%","0.42627","0.02125, 0.08143"
"NN_Conv2d_127_forward_output","NN_Conv2d_127_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","-0.02939","0.01497, 0.05108"
"NN_Conv2d_128_forward_input.0","NN_Conv2d_128_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.40%","0.42627","0.02125, 0.08143"
"NN_Conv2d_128_forward_output","NN_Conv2d_128_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","-0.02939","0.01497, 0.05108"
"NN_Conv2d_129_forward_input.0","NN_Conv2d_129_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","28.40%","0.42627","0.02125, 0.08143"
"NN_Conv2d_129_forward_output","NN_Conv2d_129_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","-0.02939","0.01497, 0.05108"
"Functional_concat_11_forward_input.0.0","Torch_cat_11_forward_input.0.0","(10, 288, 28, 28)","(10, 288, 28, 28)","False","0.23%","-0.06173","0.06932, 0.57204"
"Functional_concat_11_forward_input.0.1","Torch_cat_11_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.39%","-0.02939","0.01497, 0.05108"
"","Torch_cat_11_forward_output","","(10, 320, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_11_forward_output","","(10, 320, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_130_forward_input.0","NN_BatchNorm2d_130_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_130_forward_output","NN_BatchNorm2d_130_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_131_forward_input.0","NN_BatchNorm2d_131_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_131_forward_output","NN_BatchNorm2d_131_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_132_forward_input.0","NN_BatchNorm2d_132_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_132_forward_output","NN_BatchNorm2d_132_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_133_forward_input.0","NN_BatchNorm2d_133_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_133_forward_output","NN_BatchNorm2d_133_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_134_forward_input.0","NN_BatchNorm2d_134_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"NN_BatchNorm2d_134_forward_output","NN_BatchNorm2d_134_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"Functional_relu_25_forward_input.0","Functional_relu_25_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"Functional_relu_25_forward_output","Functional_relu_25_forward_output","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21249","0.04347, 0.36647"
"NN_Conv2d_130_forward_input.0","NN_Conv2d_130_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21249","0.04347, 0.36647"
"NN_Conv2d_130_forward_output","NN_Conv2d_130_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_Conv2d_131_forward_input.0","NN_Conv2d_131_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21249","0.04347, 0.36647"
"NN_Conv2d_131_forward_output","NN_Conv2d_131_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_Conv2d_132_forward_input.0","NN_Conv2d_132_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21249","0.04347, 0.36647"
"NN_Conv2d_132_forward_output","NN_Conv2d_132_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_Conv2d_133_forward_input.0","NN_Conv2d_133_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21249","0.04347, 0.36647"
"NN_Conv2d_133_forward_output","NN_Conv2d_133_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_Conv2d_134_forward_input.0","NN_Conv2d_134_forward_input.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","24.18%","0.21249","0.04347, 0.36647"
"NN_Conv2d_134_forward_output","NN_Conv2d_134_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_135_forward_input.0","NN_BatchNorm2d_135_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_135_forward_output","NN_BatchNorm2d_135_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_136_forward_input.0","NN_BatchNorm2d_136_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_136_forward_output","NN_BatchNorm2d_136_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_137_forward_input.0","NN_BatchNorm2d_137_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_137_forward_output","NN_BatchNorm2d_137_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_138_forward_input.0","NN_BatchNorm2d_138_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_138_forward_output","NN_BatchNorm2d_138_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_139_forward_input.0","NN_BatchNorm2d_139_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"NN_BatchNorm2d_139_forward_output","NN_BatchNorm2d_139_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"Functional_relu_26_forward_input.0","Functional_relu_26_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.22%","0.04922","0.03230, 0.13533"
"Functional_relu_26_forward_output","Functional_relu_26_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.14%","0.29424","0.02202, 0.09494"
"NN_Conv2d_135_forward_input.0","NN_Conv2d_135_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.14%","0.29424","0.02202, 0.09494"
"NN_Conv2d_135_forward_output","NN_Conv2d_135_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.75%","-0.30028","0.01340, 0.05356"
"NN_Conv2d_136_forward_input.0","NN_Conv2d_136_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.14%","0.29424","0.02202, 0.09494"
"NN_Conv2d_136_forward_output","NN_Conv2d_136_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.75%","-0.30028","0.01340, 0.05356"
"NN_Conv2d_137_forward_input.0","NN_Conv2d_137_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.14%","0.29424","0.02202, 0.09494"
"NN_Conv2d_137_forward_output","NN_Conv2d_137_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.75%","-0.30028","0.01340, 0.05356"
"NN_Conv2d_138_forward_input.0","NN_Conv2d_138_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.14%","0.29424","0.02202, 0.09494"
"NN_Conv2d_138_forward_output","NN_Conv2d_138_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.75%","-0.30028","0.01340, 0.05356"
"NN_Conv2d_139_forward_input.0","NN_Conv2d_139_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.14%","0.29424","0.02202, 0.09494"
"NN_Conv2d_139_forward_output","NN_Conv2d_139_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.75%","-0.30028","0.01340, 0.05356"
"Functional_concat_12_forward_input.0.0","Torch_cat_12_forward_input.0.0","(10, 320, 28, 28)","(10, 320, 28, 28)","False","0.25%","-0.06162","0.06388, 0.57204"
"Functional_concat_12_forward_input.0.1","Torch_cat_12_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.75%","-0.30028","0.01340, 0.05356"
"","Torch_cat_12_forward_output","","(10, 352, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_12_forward_output","","(10, 352, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_140_forward_input.0","NN_BatchNorm2d_140_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_140_forward_output","NN_BatchNorm2d_140_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_141_forward_input.0","NN_BatchNorm2d_141_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_141_forward_output","NN_BatchNorm2d_141_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_142_forward_input.0","NN_BatchNorm2d_142_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_142_forward_output","NN_BatchNorm2d_142_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_143_forward_input.0","NN_BatchNorm2d_143_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_143_forward_output","NN_BatchNorm2d_143_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_144_forward_input.0","NN_BatchNorm2d_144_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"NN_BatchNorm2d_144_forward_output","NN_BatchNorm2d_144_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"Functional_relu_27_forward_input.0","Functional_relu_27_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"Functional_relu_27_forward_output","Functional_relu_27_forward_output","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.61%","0.21244","0.04051, 0.36647"
"NN_Conv2d_140_forward_input.0","NN_Conv2d_140_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.61%","0.21244","0.04051, 0.36647"
"NN_Conv2d_140_forward_output","NN_Conv2d_140_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_Conv2d_141_forward_input.0","NN_Conv2d_141_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.61%","0.21244","0.04051, 0.36647"
"NN_Conv2d_141_forward_output","NN_Conv2d_141_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_Conv2d_142_forward_input.0","NN_Conv2d_142_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.61%","0.21244","0.04051, 0.36647"
"NN_Conv2d_142_forward_output","NN_Conv2d_142_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_Conv2d_143_forward_input.0","NN_Conv2d_143_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.61%","0.21244","0.04051, 0.36647"
"NN_Conv2d_143_forward_output","NN_Conv2d_143_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_Conv2d_144_forward_input.0","NN_Conv2d_144_forward_input.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","24.61%","0.21244","0.04051, 0.36647"
"NN_Conv2d_144_forward_output","NN_Conv2d_144_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_145_forward_input.0","NN_BatchNorm2d_145_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_145_forward_output","NN_BatchNorm2d_145_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_146_forward_input.0","NN_BatchNorm2d_146_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_146_forward_output","NN_BatchNorm2d_146_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_147_forward_input.0","NN_BatchNorm2d_147_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_147_forward_output","NN_BatchNorm2d_147_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_148_forward_input.0","NN_BatchNorm2d_148_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_148_forward_output","NN_BatchNorm2d_148_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_149_forward_input.0","NN_BatchNorm2d_149_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"NN_BatchNorm2d_149_forward_output","NN_BatchNorm2d_149_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"Functional_relu_28_forward_input.0","Functional_relu_28_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.20%","0.01267","0.03165, 0.14525"
"Functional_relu_28_forward_output","Functional_relu_28_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.88%","0.29394","0.01951, 0.09229"
"NN_Conv2d_145_forward_input.0","NN_Conv2d_145_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.88%","0.29394","0.01951, 0.09229"
"NN_Conv2d_145_forward_output","NN_Conv2d_145_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.41%","0.06894","0.01094, 0.04163"
"NN_Conv2d_146_forward_input.0","NN_Conv2d_146_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.88%","0.29394","0.01951, 0.09229"
"NN_Conv2d_146_forward_output","NN_Conv2d_146_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.41%","0.06894","0.01094, 0.04163"
"NN_Conv2d_147_forward_input.0","NN_Conv2d_147_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.88%","0.29394","0.01951, 0.09229"
"NN_Conv2d_147_forward_output","NN_Conv2d_147_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.41%","0.06894","0.01094, 0.04163"
"NN_Conv2d_148_forward_input.0","NN_Conv2d_148_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.88%","0.29394","0.01951, 0.09229"
"NN_Conv2d_148_forward_output","NN_Conv2d_148_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.41%","0.06894","0.01094, 0.04163"
"NN_Conv2d_149_forward_input.0","NN_Conv2d_149_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.88%","0.29394","0.01951, 0.09229"
"NN_Conv2d_149_forward_output","NN_Conv2d_149_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.41%","0.06894","0.01094, 0.04163"
"Functional_concat_13_forward_input.0.0","Torch_cat_13_forward_input.0.0","(10, 352, 28, 28)","(10, 352, 28, 28)","False","0.30%","-0.06220","0.05929, 0.57204"
"Functional_concat_13_forward_input.0.1","Torch_cat_13_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.41%","0.06894","0.01094, 0.04163"
"","Torch_cat_13_forward_output","","(10, 384, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_13_forward_output","","(10, 384, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_150_forward_input.0","NN_BatchNorm2d_150_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_150_forward_output","NN_BatchNorm2d_150_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_151_forward_input.0","NN_BatchNorm2d_151_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_151_forward_output","NN_BatchNorm2d_151_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_152_forward_input.0","NN_BatchNorm2d_152_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_152_forward_output","NN_BatchNorm2d_152_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_153_forward_input.0","NN_BatchNorm2d_153_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_153_forward_output","NN_BatchNorm2d_153_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_154_forward_input.0","NN_BatchNorm2d_154_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"NN_BatchNorm2d_154_forward_output","NN_BatchNorm2d_154_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"Functional_relu_29_forward_input.0","Functional_relu_29_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","0.30%","-0.06197","0.05526, 0.57204"
"Functional_relu_29_forward_output","Functional_relu_29_forward_output","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.46%","0.21253","0.03804, 0.36647"
"NN_Conv2d_150_forward_input.0","NN_Conv2d_150_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.46%","0.21253","0.03804, 0.36647"
"NN_Conv2d_150_forward_output","NN_Conv2d_150_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_Conv2d_151_forward_input.0","NN_Conv2d_151_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.46%","0.21253","0.03804, 0.36647"
"NN_Conv2d_151_forward_output","NN_Conv2d_151_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_Conv2d_152_forward_input.0","NN_Conv2d_152_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.46%","0.21253","0.03804, 0.36647"
"NN_Conv2d_152_forward_output","NN_Conv2d_152_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_Conv2d_153_forward_input.0","NN_Conv2d_153_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.46%","0.21253","0.03804, 0.36647"
"NN_Conv2d_153_forward_output","NN_Conv2d_153_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_Conv2d_154_forward_input.0","NN_Conv2d_154_forward_input.0","(10, 384, 28, 28)","(10, 384, 28, 28)","False","25.46%","0.21253","0.03804, 0.36647"
"NN_Conv2d_154_forward_output","NN_Conv2d_154_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_BatchNorm2d_155_forward_input.0","NN_BatchNorm2d_155_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_BatchNorm2d_155_forward_output","NN_BatchNorm2d_155_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_BatchNorm2d_156_forward_input.0","NN_BatchNorm2d_156_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_BatchNorm2d_156_forward_output","NN_BatchNorm2d_156_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_BatchNorm2d_157_forward_input.0","NN_BatchNorm2d_157_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
"NN_BatchNorm2d_157_forward_output","NN_BatchNorm2d_157_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.18%","-0.19141","0.03148, 0.14220"
