"ORIGIN NET (mindspore)","TARGET NET (pytorch)"
"NN_Conv2d_104","NN_Conv2d_104"
"","LAYER_features_dense_3_8_bn2"
"NN_BatchNorm2d_105","NN_BatchNorm2d_105"
"Functional_relu_104","Functional_relu_104"
"","LAYER_features_dense_3_8_conv2"
"NN_Conv2d_105","NN_Conv2d_105"
"Functional_concat_50","Torch_cat_50
LAYER_features_dense_3_8
LAYER_features_dense_3_9_bn1"
"NN_BatchNorm2d_106","NN_BatchNorm2d_106"
"Functional_relu_105","Functional_relu_105"
"","LAYER_features_dense_3_9_conv1"
"NN_Conv2d_106","NN_Conv2d_106"
"","LAYER_features_dense_3_9_bn2"
"NN_BatchNorm2d_107","NN_BatchNorm2d_107"
"Functional_relu_106","Functional_relu_106"
"","LAYER_features_dense_3_9_conv2"
"NN_Conv2d_107","NN_Conv2d_107"
"Functional_concat_51","Torch_cat_51
LAYER_features_dense_3_9
LAYER_features_dense_3_10_bn1"
"NN_BatchNorm2d_108","NN_BatchNorm2d_108"
"Functional_relu_107","Functional_relu_107"
"","LAYER_features_dense_3_10_conv1"
"NN_Conv2d_108","NN_Conv2d_108"
"","LAYER_features_dense_3_10_bn2"
"NN_BatchNorm2d_109","NN_BatchNorm2d_109"
"Functional_relu_108","Functional_relu_108"
"","LAYER_features_dense_3_10_conv2"
"NN_Conv2d_109","NN_Conv2d_109"
"Functional_concat_52","Torch_cat_52
LAYER_features_dense_3_10
LAYER_features_dense_3_11_bn1"
"NN_BatchNorm2d_110","NN_BatchNorm2d_110"
"Functional_relu_109","Functional_relu_109"
"","LAYER_features_dense_3_11_conv1"
"NN_Conv2d_110","NN_Conv2d_110"
"","LAYER_features_dense_3_11_bn2"
"NN_BatchNorm2d_111","NN_BatchNorm2d_111"
"Functional_relu_110","Functional_relu_110"
"","LAYER_features_dense_3_11_conv2"
"NN_Conv2d_111","NN_Conv2d_111"
"Functional_concat_53","Torch_cat_53
LAYER_features_dense_3_11
LAYER_features_dense_3_12_bn1"
"NN_BatchNorm2d_112","NN_BatchNorm2d_112"
"Functional_relu_111","Functional_relu_111"
"","LAYER_features_dense_3_12_conv1"
"NN_Conv2d_112","NN_Conv2d_112"
"","LAYER_features_dense_3_12_bn2"
"NN_BatchNorm2d_113","NN_BatchNorm2d_113"
"Functional_relu_112","Functional_relu_112"
"","LAYER_features_dense_3_12_conv2"
"NN_Conv2d_113","NN_Conv2d_113"
"Functional_concat_54","Torch_cat_54
LAYER_features_dense_3_12
LAYER_features_dense_3_13_bn1"
"NN_BatchNorm2d_114","NN_BatchNorm2d_114"
"Functional_relu_113","Functional_relu_113"
"","LAYER_features_dense_3_13_conv1"
"NN_Conv2d_114","NN_Conv2d_114"
"","LAYER_features_dense_3_13_bn2"
"NN_BatchNorm2d_115","NN_BatchNorm2d_115"
"Functional_relu_114","Functional_relu_114"
"","LAYER_features_dense_3_13_conv2"
"NN_Conv2d_115","NN_Conv2d_115"
"Functional_concat_55","Torch_cat_55
LAYER_features_dense_3_13
LAYER_features_dense_3_14_bn1"
"NN_BatchNorm2d_116","NN_BatchNorm2d_116"
"Functional_relu_115","Functional_relu_115"
"","LAYER_features_dense_3_14_conv1"
"NN_Conv2d_116","NN_Conv2d_116"
"","LAYER_features_dense_3_14_bn2"
"NN_BatchNorm2d_117","NN_BatchNorm2d_117"
"Functional_relu_116","Functional_relu_116"
"","LAYER_features_dense_3_14_conv2"
"NN_Conv2d_117","NN_Conv2d_117"
"Functional_concat_56","Torch_cat_56
LAYER_features_dense_3_14
LAYER_features_dense_3_15_bn1"
"NN_BatchNorm2d_118","NN_BatchNorm2d_118"
"Functional_relu_117","Functional_relu_117"
"","LAYER_features_dense_3_15_conv1"
"NN_Conv2d_118","NN_Conv2d_118"
"","LAYER_features_dense_3_15_bn2"
"NN_BatchNorm2d_119","NN_BatchNorm2d_119"
"Functional_relu_118","Functional_relu_118"
"","LAYER_features_dense_3_15_conv2"
"NN_Conv2d_119","NN_Conv2d_119"
"Functional_concat_57","Torch_cat_57
LAYER_features_dense_3_15
LAYER_features_dense_3
LAYER_features_final_bn"
"NN_BatchNorm2d_120","NN_BatchNorm2d_120"
"","LAYER_features_relu_end"
"NN_ReLU_1","NN_ReLU_1"
"","LAYER_features_avgpool"
"NN_AdaptiveAvgPool2d_0","NN_AdaptiveAvgPool2d_0"
"","LAYER_features"
"Functional_flatten_0","Torch_flatten_0"
"","LAYER_classifier"
"NN_Dense_0","NN_Linear_0"

