"ORIGIN NET (mindspore)","TARGET NET (pytorch)"
"Functional_relu_22","Functional_relu_22"
"","LAYER_features_dense_1_4_conv2"
"NN_Conv2d_207","NN_Conv2d_207"
"NN_Conv2d_208","NN_Conv2d_208"
"NN_Conv2d_209","NN_Conv2d_209"
"NN_Conv2d_210","NN_Conv2d_210"
"NN_Conv2d_211","NN_Conv2d_211"
"NN_Conv2d_212","NN_Conv2d_212"
"NN_Conv2d_213","NN_Conv2d_213"
"NN_Conv2d_214","NN_Conv2d_214"
"NN_Conv2d_215","NN_Conv2d_215"
"Functional_concat_10","Torch_cat_10
LAYER_features_dense_1_4
LAYER_features_dense_1_5_bn1"
"NN_BatchNorm2d_216","NN_BatchNorm2d_216"
"NN_BatchNorm2d_217","NN_BatchNorm2d_217"
"NN_BatchNorm2d_218","NN_BatchNorm2d_218"
"NN_BatchNorm2d_219","NN_BatchNorm2d_219"
"NN_BatchNorm2d_220","NN_BatchNorm2d_220"
"NN_BatchNorm2d_221","NN_BatchNorm2d_221"
"NN_BatchNorm2d_222","NN_BatchNorm2d_222"
"NN_BatchNorm2d_223","NN_BatchNorm2d_223"
"NN_BatchNorm2d_224","NN_BatchNorm2d_224"
"Functional_relu_23","Functional_relu_23"
"","LAYER_features_dense_1_5_conv1"
"NN_Conv2d_216","NN_Conv2d_216"
"NN_Conv2d_217","NN_Conv2d_217"
"NN_Conv2d_218","NN_Conv2d_218"
"NN_Conv2d_219","NN_Conv2d_219"
"NN_Conv2d_220","NN_Conv2d_220"
"NN_Conv2d_221","NN_Conv2d_221"
"NN_Conv2d_222","NN_Conv2d_222"
"NN_Conv2d_223","NN_Conv2d_223"
"NN_Conv2d_224","NN_Conv2d_224"
"","LAYER_features_dense_1_5_bn2"
"NN_BatchNorm2d_225","NN_BatchNorm2d_225"
"NN_BatchNorm2d_226","NN_BatchNorm2d_226"
"NN_BatchNorm2d_227","NN_BatchNorm2d_227"
"NN_BatchNorm2d_228","NN_BatchNorm2d_228"
"NN_BatchNorm2d_229","NN_BatchNorm2d_229"
"NN_BatchNorm2d_230","NN_BatchNorm2d_230"
"NN_BatchNorm2d_231","NN_BatchNorm2d_231"
"NN_BatchNorm2d_232","NN_BatchNorm2d_232"
"NN_BatchNorm2d_233","NN_BatchNorm2d_233"
"Functional_relu_24","Functional_relu_24"
"","LAYER_features_dense_1_5_conv2"
"NN_Conv2d_225","NN_Conv2d_225"
"NN_Conv2d_226","NN_Conv2d_226"
"NN_Conv2d_227","NN_Conv2d_227"
"NN_Conv2d_228","NN_Conv2d_228"
"NN_Conv2d_229","NN_Conv2d_229"
"NN_Conv2d_230","NN_Conv2d_230"
"NN_Conv2d_231","NN_Conv2d_231"
"NN_Conv2d_232","NN_Conv2d_232"
"NN_Conv2d_233","NN_Conv2d_233"
"Functional_concat_11","Torch_cat_11
LAYER_features_dense_1_5
LAYER_features_dense_1_6_bn1"
"NN_BatchNorm2d_234","NN_BatchNorm2d_234"
"NN_BatchNorm2d_235","NN_BatchNorm2d_235"
"NN_BatchNorm2d_236","NN_BatchNorm2d_236"
"NN_BatchNorm2d_237","NN_BatchNorm2d_237"
"NN_BatchNorm2d_238","NN_BatchNorm2d_238"
"NN_BatchNorm2d_239","NN_BatchNorm2d_239"
"NN_BatchNorm2d_240","NN_BatchNorm2d_240"
"NN_BatchNorm2d_241","NN_BatchNorm2d_241"
"NN_BatchNorm2d_242","NN_BatchNorm2d_242"
"Functional_relu_25","Functional_relu_25"
"","LAYER_features_dense_1_6_conv1"
"NN_Conv2d_234","NN_Conv2d_234"
"NN_Conv2d_235","NN_Conv2d_235"
"NN_Conv2d_236","NN_Conv2d_236"
"NN_Conv2d_237","NN_Conv2d_237"
"NN_Conv2d_238","NN_Conv2d_238"
"NN_Conv2d_239","NN_Conv2d_239"
"NN_Conv2d_240","NN_Conv2d_240"
"NN_Conv2d_241","NN_Conv2d_241"
"NN_Conv2d_242","NN_Conv2d_242"
"","LAYER_features_dense_1_6_bn2"
"NN_BatchNorm2d_243","NN_BatchNorm2d_243"
"NN_BatchNorm2d_244","NN_BatchNorm2d_244"
"NN_BatchNorm2d_245","NN_BatchNorm2d_245"
"NN_BatchNorm2d_246","NN_BatchNorm2d_246"
"NN_BatchNorm2d_247","NN_BatchNorm2d_247"
"NN_BatchNorm2d_248","NN_BatchNorm2d_248"
"NN_BatchNorm2d_249","NN_BatchNorm2d_249"
"NN_BatchNorm2d_250","NN_BatchNorm2d_250"
"NN_BatchNorm2d_251","NN_BatchNorm2d_251"
"Functional_relu_26","Functional_relu_26"
"","LAYER_features_dense_1_6_conv2"
"NN_Conv2d_243","NN_Conv2d_243"
"NN_Conv2d_244","NN_Conv2d_244"
"NN_Conv2d_245","NN_Conv2d_245"
"NN_Conv2d_246","NN_Conv2d_246"
"NN_Conv2d_247","NN_Conv2d_247"
"NN_Conv2d_248","NN_Conv2d_248"
"NN_Conv2d_249","NN_Conv2d_249"
"NN_Conv2d_250","NN_Conv2d_250"
"NN_Conv2d_251","NN_Conv2d_251"
"Functional_concat_12","Torch_cat_12
LAYER_features_dense_1_6
LAYER_features_dense_1_7_bn1"
"NN_BatchNorm2d_252","NN_BatchNorm2d_252"
"NN_BatchNorm2d_253","NN_BatchNorm2d_253"
"NN_BatchNorm2d_254","NN_BatchNorm2d_254"
"NN_BatchNorm2d_255","NN_BatchNorm2d_255"
"NN_BatchNorm2d_256","NN_BatchNorm2d_256"
"NN_BatchNorm2d_257","NN_BatchNorm2d_257"
"NN_BatchNorm2d_258","NN_BatchNorm2d_258"
"NN_BatchNorm2d_259","NN_BatchNorm2d_259"
"NN_BatchNorm2d_260","NN_BatchNorm2d_260"
"Functional_relu_27","Functional_relu_27"
"","LAYER_features_dense_1_7_conv1"
"NN_Conv2d_252","NN_Conv2d_252"
"NN_Conv2d_253","NN_Conv2d_253"
"NN_Conv2d_254","NN_Conv2d_254"
"NN_Conv2d_255","NN_Conv2d_255"
"NN_Conv2d_256","NN_Conv2d_256"
"NN_Conv2d_257","NN_Conv2d_257"
"NN_Conv2d_258","NN_Conv2d_258"
"NN_Conv2d_259","NN_Conv2d_259"
"NN_Conv2d_260","NN_Conv2d_260"
"","LAYER_features_dense_1_7_bn2"
"NN_BatchNorm2d_261","NN_BatchNorm2d_261"
"NN_BatchNorm2d_262","NN_BatchNorm2d_262"
"NN_BatchNorm2d_263","NN_BatchNorm2d_263"
"NN_BatchNorm2d_264","NN_BatchNorm2d_264"
"NN_BatchNorm2d_265","NN_BatchNorm2d_265"
"NN_BatchNorm2d_266","NN_BatchNorm2d_266"
"NN_BatchNorm2d_267","NN_BatchNorm2d_267"
"NN_BatchNorm2d_268","NN_BatchNorm2d_268"
"NN_BatchNorm2d_269","NN_BatchNorm2d_269"
"Functional_relu_28","Functional_relu_28"
"","LAYER_features_dense_1_7_conv2"
"NN_Conv2d_261","NN_Conv2d_261"
"NN_Conv2d_262","NN_Conv2d_262"
"NN_Conv2d_263","NN_Conv2d_263"
"NN_Conv2d_264","NN_Conv2d_264"
"NN_Conv2d_265","NN_Conv2d_265"
"NN_Conv2d_266","NN_Conv2d_266"
"NN_Conv2d_267","NN_Conv2d_267"
"NN_Conv2d_268","NN_Conv2d_268"
"NN_Conv2d_269","NN_Conv2d_269"
"Functional_concat_13","Torch_cat_13
LAYER_features_dense_1_7
LAYER_features_dense_1_8_bn1"
"NN_BatchNorm2d_270","NN_BatchNorm2d_270"
"NN_BatchNorm2d_271","NN_BatchNorm2d_271"
"NN_BatchNorm2d_272","NN_BatchNorm2d_272"
"NN_BatchNorm2d_273","NN_BatchNorm2d_273"
"NN_BatchNorm2d_274","NN_BatchNorm2d_274"
"NN_BatchNorm2d_275","NN_BatchNorm2d_275"
"NN_BatchNorm2d_276","NN_BatchNorm2d_276"
"NN_BatchNorm2d_277","NN_BatchNorm2d_277"
"NN_BatchNorm2d_278","NN_BatchNorm2d_278"
"Functional_relu_29","Functional_relu_29"
"","LAYER_features_dense_1_8_conv1"
"NN_Conv2d_270","NN_Conv2d_270"
"NN_Conv2d_271","NN_Conv2d_271"
"NN_Conv2d_272","NN_Conv2d_272"
"NN_Conv2d_273","NN_Conv2d_273"
"NN_Conv2d_274","NN_Conv2d_274"
"NN_Conv2d_275","NN_Conv2d_275"
"NN_Conv2d_276","NN_Conv2d_276"
"NN_Conv2d_277","NN_Conv2d_277"
"NN_Conv2d_278","NN_Conv2d_278"
"","LAYER_features_dense_1_8_bn2"
"NN_BatchNorm2d_279","NN_BatchNorm2d_279"
"NN_BatchNorm2d_280","NN_BatchNorm2d_280"
"NN_BatchNorm2d_281","NN_BatchNorm2d_281"
"NN_BatchNorm2d_282","NN_BatchNorm2d_282"
"NN_BatchNorm2d_283","NN_BatchNorm2d_283"
"NN_BatchNorm2d_284","NN_BatchNorm2d_284"
"NN_BatchNorm2d_285","NN_BatchNorm2d_285"
"NN_BatchNorm2d_286","NN_BatchNorm2d_286"
"NN_BatchNorm2d_287","NN_BatchNorm2d_287"
"Functional_relu_30","Functional_relu_30"
"","LAYER_features_dense_1_8_conv2"
"NN_Conv2d_279","NN_Conv2d_279"
"NN_Conv2d_280","NN_Conv2d_280"
"NN_Conv2d_281","NN_Conv2d_281"
"NN_Conv2d_282","NN_Conv2d_282"
"NN_Conv2d_283","NN_Conv2d_283"
"NN_Conv2d_284","NN_Conv2d_284"
"NN_Conv2d_285","NN_Conv2d_285"
"NN_Conv2d_286","NN_Conv2d_286"
"NN_Conv2d_287","NN_Conv2d_287"
"Functional_concat_14","Torch_cat_14
LAYER_features_dense_1_8
LAYER_features_dense_1_9_bn1"
"NN_BatchNorm2d_288","NN_BatchNorm2d_288"
"NN_BatchNorm2d_289","NN_BatchNorm2d_289"
"NN_BatchNorm2d_290","NN_BatchNorm2d_290"
"NN_BatchNorm2d_291","NN_BatchNorm2d_291"
"NN_BatchNorm2d_292","NN_BatchNorm2d_292"
"NN_BatchNorm2d_293","NN_BatchNorm2d_293"
"NN_BatchNorm2d_294","NN_BatchNorm2d_294"
"NN_BatchNorm2d_295","NN_BatchNorm2d_295"
"NN_BatchNorm2d_296","NN_BatchNorm2d_296"
"Functional_relu_31","Functional_relu_31"
"","LAYER_features_dense_1_9_conv1"
"NN_Conv2d_288","NN_Conv2d_288"
"NN_Conv2d_289","NN_Conv2d_289"
"NN_Conv2d_290","NN_Conv2d_290"
"NN_Conv2d_291","NN_Conv2d_291"
"NN_Conv2d_292","NN_Conv2d_292"
"NN_Conv2d_293","NN_Conv2d_293"
"NN_Conv2d_294","NN_Conv2d_294"
"NN_Conv2d_295","NN_Conv2d_295"
"NN_Conv2d_296","NN_Conv2d_296"
"","LAYER_features_dense_1_9_bn2"
"NN_BatchNorm2d_297","NN_BatchNorm2d_297"
"NN_BatchNorm2d_298","NN_BatchNorm2d_298"
"NN_BatchNorm2d_299","NN_BatchNorm2d_299"
"NN_BatchNorm2d_300","NN_BatchNorm2d_300"
"NN_BatchNorm2d_301","NN_BatchNorm2d_301"
"NN_BatchNorm2d_302","NN_BatchNorm2d_302"
"NN_BatchNorm2d_303","NN_BatchNorm2d_303"
"NN_BatchNorm2d_304","NN_BatchNorm2d_304"
"NN_BatchNorm2d_305","NN_BatchNorm2d_305"
"Functional_relu_32","Functional_relu_32"
"","LAYER_features_dense_1_9_conv2"
"NN_Conv2d_297","NN_Conv2d_297"
"NN_Conv2d_298","NN_Conv2d_298"
"NN_Conv2d_299","NN_Conv2d_299"
"NN_Conv2d_300","NN_Conv2d_300"
"NN_Conv2d_301","NN_Conv2d_301"
"NN_Conv2d_302","NN_Conv2d_302"
"NN_Conv2d_303","NN_Conv2d_303"
"NN_Conv2d_304","NN_Conv2d_304"
"NN_Conv2d_305","NN_Conv2d_305"
"Functional_concat_15","Torch_cat_15
LAYER_features_dense_1_9
LAYER_features_dense_1_10_bn1"
"NN_BatchNorm2d_306","NN_BatchNorm2d_306"
"NN_BatchNorm2d_307","NN_BatchNorm2d_307"
"NN_BatchNorm2d_308","NN_BatchNorm2d_308"
"NN_BatchNorm2d_309","NN_BatchNorm2d_309"
"NN_BatchNorm2d_310","NN_BatchNorm2d_310"
"NN_BatchNorm2d_311","NN_BatchNorm2d_311"
"NN_BatchNorm2d_312","NN_BatchNorm2d_312"
"NN_BatchNorm2d_313","NN_BatchNorm2d_313"
"NN_BatchNorm2d_314","NN_BatchNorm2d_314"
"Functional_relu_33","Functional_relu_33"
"","LAYER_features_dense_1_10_conv1"
"NN_Conv2d_306","NN_Conv2d_306"
"NN_Conv2d_307","NN_Conv2d_307"
"NN_Conv2d_308","NN_Conv2d_308"
"NN_Conv2d_309","NN_Conv2d_309"
"NN_Conv2d_310","NN_Conv2d_310"
"NN_Conv2d_311","NN_Conv2d_311"
"NN_Conv2d_312","NN_Conv2d_312"
"NN_Conv2d_313","NN_Conv2d_313"
"NN_Conv2d_314","NN_Conv2d_314"
"","LAYER_features_dense_1_10_bn2"
"NN_BatchNorm2d_315","NN_BatchNorm2d_315"
"NN_BatchNorm2d_316","NN_BatchNorm2d_316"
"NN_BatchNorm2d_317","NN_BatchNorm2d_317"
"NN_BatchNorm2d_318","NN_BatchNorm2d_318"
"NN_BatchNorm2d_319","NN_BatchNorm2d_319"
"NN_BatchNorm2d_320","NN_BatchNorm2d_320"
"NN_BatchNorm2d_321","NN_BatchNorm2d_321"
"NN_BatchNorm2d_322","NN_BatchNorm2d_322"
"NN_BatchNorm2d_323","NN_BatchNorm2d_323"
"Functional_relu_34","Functional_relu_34"
"","LAYER_features_dense_1_10_conv2"
"NN_Conv2d_315","NN_Conv2d_315"
"NN_Conv2d_316","NN_Conv2d_316"
"NN_Conv2d_317","NN_Conv2d_317"
"NN_Conv2d_318","NN_Conv2d_318"
"NN_Conv2d_319","NN_Conv2d_319"
"NN_Conv2d_320","NN_Conv2d_320"
"NN_Conv2d_321","NN_Conv2d_321"
"NN_Conv2d_322","NN_Conv2d_322"
"NN_Conv2d_323","NN_Conv2d_323"
"Functional_concat_16","Torch_cat_16
LAYER_features_dense_1_10
LAYER_features_dense_1_11_bn1"
"NN_BatchNorm2d_324","NN_BatchNorm2d_324"
"NN_BatchNorm2d_325","NN_BatchNorm2d_325"
"NN_BatchNorm2d_326","NN_BatchNorm2d_326"
"NN_BatchNorm2d_327","NN_BatchNorm2d_327"
"NN_BatchNorm2d_328","NN_BatchNorm2d_328"
"NN_BatchNorm2d_329","NN_BatchNorm2d_329"
"NN_BatchNorm2d_330","NN_BatchNorm2d_330"
"NN_BatchNorm2d_331","NN_BatchNorm2d_331"
"NN_BatchNorm2d_332","NN_BatchNorm2d_332"
"Functional_relu_35","Functional_relu_35"
"","LAYER_features_dense_1_11_conv1"
"NN_Conv2d_324","NN_Conv2d_324"
"NN_Conv2d_325","NN_Conv2d_325"
"NN_Conv2d_326","NN_Conv2d_326"
"NN_Conv2d_327","NN_Conv2d_327"
"NN_Conv2d_328","NN_Conv2d_328"
"NN_Conv2d_329","NN_Conv2d_329"
"NN_Conv2d_330","NN_Conv2d_330"
"NN_Conv2d_331","NN_Conv2d_331"
"NN_Conv2d_332","NN_Conv2d_332"
"","LAYER_features_dense_1_11_bn2"
"NN_BatchNorm2d_333","NN_BatchNorm2d_333"
"NN_BatchNorm2d_334","NN_BatchNorm2d_334"
"NN_BatchNorm2d_335","NN_BatchNorm2d_335"
"NN_BatchNorm2d_336","NN_BatchNorm2d_336"
"NN_BatchNorm2d_337","NN_BatchNorm2d_337"
"NN_BatchNorm2d_338","NN_BatchNorm2d_338"
"NN_BatchNorm2d_339","NN_BatchNorm2d_339"
"NN_BatchNorm2d_340","NN_BatchNorm2d_340"
"NN_BatchNorm2d_341","NN_BatchNorm2d_341"
"Functional_relu_36","Functional_relu_36"
"","LAYER_features_dense_1_11_conv2"
"NN_Conv2d_333","NN_Conv2d_333"
"NN_Conv2d_334","NN_Conv2d_334"
"NN_Conv2d_335","NN_Conv2d_335"
"NN_Conv2d_336","NN_Conv2d_336"
"NN_Conv2d_337","NN_Conv2d_337"
"NN_Conv2d_338","NN_Conv2d_338"
"NN_Conv2d_339","NN_Conv2d_339"
"NN_Conv2d_340","NN_Conv2d_340"
"NN_Conv2d_341","NN_Conv2d_341"
"Functional_concat_17","Torch_cat_17
LAYER_features_dense_1_11
LAYER_features_dense_1
LAYER_features_trans_1_bn"
"NN_BatchNorm2d_342","NN_BatchNorm2d_342"
"NN_BatchNorm2d_343","NN_BatchNorm2d_343"
"NN_BatchNorm2d_344","NN_BatchNorm2d_344"
"NN_BatchNorm2d_345","NN_BatchNorm2d_345"
"NN_BatchNorm2d_346","NN_BatchNorm2d_346"
"NN_BatchNorm2d_347","NN_BatchNorm2d_347"
"NN_BatchNorm2d_348","NN_BatchNorm2d_348"
"NN_BatchNorm2d_349","NN_BatchNorm2d_349"
"NN_BatchNorm2d_350","NN_BatchNorm2d_350"
"Functional_relu_37","Functional_relu_37"
"","LAYER_features_trans_1_conv"
"NN_Conv2d_342","NN_Conv2d_342"
"NN_Conv2d_343","NN_Conv2d_343"
"NN_Conv2d_344","NN_Conv2d_344"
"NN_Conv2d_345","NN_Conv2d_345"
"NN_Conv2d_346","NN_Conv2d_346"
"NN_Conv2d_347","NN_Conv2d_347"
"NN_Conv2d_348","NN_Conv2d_348"
"NN_Conv2d_349","NN_Conv2d_349"
"NN_Conv2d_350","NN_Conv2d_350"
"","LAYER_features_trans_1_pool"
"NN_AvgPool2d_9","NN_AvgPool2d_9"
"NN_AvgPool2d_10","NN_AvgPool2d_10"
"NN_AvgPool2d_11","NN_AvgPool2d_11"
"NN_AvgPool2d_12","NN_AvgPool2d_12"
"NN_AvgPool2d_13","NN_AvgPool2d_13"
"NN_AvgPool2d_14","NN_AvgPool2d_14"
"NN_AvgPool2d_15","NN_AvgPool2d_15"
"NN_AvgPool2d_16","NN_AvgPool2d_16"
"NN_AvgPool2d_17","NN_AvgPool2d_17"
"","LAYER_features_trans_1
LAYER_features_dense_2_0_bn1"
"NN_BatchNorm2d_351","NN_BatchNorm2d_351"
"NN_BatchNorm2d_352","NN_BatchNorm2d_352"
"NN_BatchNorm2d_353","NN_BatchNorm2d_353"
"NN_BatchNorm2d_354","NN_BatchNorm2d_354"
"NN_BatchNorm2d_355","NN_BatchNorm2d_355"
"NN_BatchNorm2d_356","NN_BatchNorm2d_356"
"NN_BatchNorm2d_357","NN_BatchNorm2d_357"
"NN_BatchNorm2d_358","NN_BatchNorm2d_358"
"NN_BatchNorm2d_359","NN_BatchNorm2d_359"
"Functional_relu_38","Functional_relu_38"
"","LAYER_features_dense_2_0_conv1"
"NN_Conv2d_351","NN_Conv2d_351"
"NN_Conv2d_352","NN_Conv2d_352"
"NN_Conv2d_353","NN_Conv2d_353"
"NN_Conv2d_354","NN_Conv2d_354"
"NN_Conv2d_355","NN_Conv2d_355"
"NN_Conv2d_356","NN_Conv2d_356"
"NN_Conv2d_357","NN_Conv2d_357"
"NN_Conv2d_358","NN_Conv2d_358"
"NN_Conv2d_359","NN_Conv2d_359"
"","LAYER_features_dense_2_0_bn2"
"NN_BatchNorm2d_360","NN_BatchNorm2d_360"
"NN_BatchNorm2d_361","NN_BatchNorm2d_361"
"NN_BatchNorm2d_362","NN_BatchNorm2d_362"
"NN_BatchNorm2d_363","NN_BatchNorm2d_363"
"NN_BatchNorm2d_364","NN_BatchNorm2d_364"
"NN_BatchNorm2d_365","NN_BatchNorm2d_365"
"NN_BatchNorm2d_366","NN_BatchNorm2d_366"
"NN_BatchNorm2d_367","NN_BatchNorm2d_367"
"NN_BatchNorm2d_368","NN_BatchNorm2d_368"
"Functional_relu_39","Functional_relu_39"
"","LAYER_features_dense_2_0_conv2"
"NN_Conv2d_360","NN_Conv2d_360"
"NN_Conv2d_361","NN_Conv2d_361"
"NN_Conv2d_362","NN_Conv2d_362"
"NN_Conv2d_363","NN_Conv2d_363"
"NN_Conv2d_364","NN_Conv2d_364"
"NN_Conv2d_365","NN_Conv2d_365"
"NN_Conv2d_366","NN_Conv2d_366"
"NN_Conv2d_367","NN_Conv2d_367"
"NN_Conv2d_368","NN_Conv2d_368"
"Functional_concat_18","Torch_cat_18
LAYER_features_dense_2_0
LAYER_features_dense_2_1_bn1"
"NN_BatchNorm2d_369","NN_BatchNorm2d_369"
"NN_BatchNorm2d_370","NN_BatchNorm2d_370"
"NN_BatchNorm2d_371","NN_BatchNorm2d_371"
"NN_BatchNorm2d_372","NN_BatchNorm2d_372"
"NN_BatchNorm2d_373","NN_BatchNorm2d_373"
"NN_BatchNorm2d_374","NN_BatchNorm2d_374"
"NN_BatchNorm2d_375","NN_BatchNorm2d_375"
"NN_BatchNorm2d_376","NN_BatchNorm2d_376"
"NN_BatchNorm2d_377","NN_BatchNorm2d_377"
"Functional_relu_40","Functional_relu_40"
"","LAYER_features_dense_2_1_conv1"
"NN_Conv2d_369","NN_Conv2d_369"
"NN_Conv2d_370","NN_Conv2d_370"
"NN_Conv2d_371","NN_Conv2d_371"
"NN_Conv2d_372","NN_Conv2d_372"
"NN_Conv2d_373","NN_Conv2d_373"
"NN_Conv2d_374","NN_Conv2d_374"
"NN_Conv2d_375","NN_Conv2d_375"
"NN_Conv2d_376","NN_Conv2d_376"
"NN_Conv2d_377","NN_Conv2d_377"
"","LAYER_features_dense_2_1_bn2"
"NN_BatchNorm2d_378","NN_BatchNorm2d_378"
"NN_BatchNorm2d_379","NN_BatchNorm2d_379"
"NN_BatchNorm2d_380","NN_BatchNorm2d_380"
"NN_BatchNorm2d_381","NN_BatchNorm2d_381"
"NN_BatchNorm2d_382","NN_BatchNorm2d_382"
"NN_BatchNorm2d_383","NN_BatchNorm2d_383"
"NN_BatchNorm2d_384","NN_BatchNorm2d_384"
"NN_BatchNorm2d_385","NN_BatchNorm2d_385"
"NN_BatchNorm2d_386","NN_BatchNorm2d_386"
"Functional_relu_41","Functional_relu_41"
"","LAYER_features_dense_2_1_conv2"
"NN_Conv2d_378","NN_Conv2d_378"
"NN_Conv2d_379","NN_Conv2d_379"
"NN_Conv2d_380","NN_Conv2d_380"
"NN_Conv2d_381","NN_Conv2d_381"
"NN_Conv2d_382","NN_Conv2d_382"
"NN_Conv2d_383","NN_Conv2d_383"
"NN_Conv2d_384","NN_Conv2d_384"
"NN_Conv2d_385","NN_Conv2d_385"
"NN_Conv2d_386","NN_Conv2d_386"
"Functional_concat_19","Torch_cat_19
LAYER_features_dense_2_1
LAYER_features_dense_2_2_bn1"
"NN_BatchNorm2d_387","NN_BatchNorm2d_387"
"NN_BatchNorm2d_388","NN_BatchNorm2d_388"
"NN_BatchNorm2d_389","NN_BatchNorm2d_389"
"NN_BatchNorm2d_390","NN_BatchNorm2d_390"
"NN_BatchNorm2d_391","NN_BatchNorm2d_391"
"NN_BatchNorm2d_392","NN_BatchNorm2d_392"
"NN_BatchNorm2d_393","NN_BatchNorm2d_393"
"NN_BatchNorm2d_394","NN_BatchNorm2d_394"
"NN_BatchNorm2d_395","NN_BatchNorm2d_395"
"Functional_relu_42","Functional_relu_42"
"","LAYER_features_dense_2_2_conv1"
"NN_Conv2d_387","NN_Conv2d_387"
"NN_Conv2d_388","NN_Conv2d_388"
"NN_Conv2d_389","NN_Conv2d_389"
"NN_Conv2d_390","NN_Conv2d_390"
"NN_Conv2d_391","NN_Conv2d_391"
"NN_Conv2d_392","NN_Conv2d_392"
"NN_Conv2d_393","NN_Conv2d_393"
"NN_Conv2d_394","NN_Conv2d_394"
"NN_Conv2d_395","NN_Conv2d_395"
"","LAYER_features_dense_2_2_bn2"
"NN_BatchNorm2d_396","NN_BatchNorm2d_396"
"NN_BatchNorm2d_397","NN_BatchNorm2d_397"
"NN_BatchNorm2d_398","NN_BatchNorm2d_398"
"NN_BatchNorm2d_399","NN_BatchNorm2d_399"
"NN_BatchNorm2d_400","NN_BatchNorm2d_400"
"NN_BatchNorm2d_401","NN_BatchNorm2d_401"
"NN_BatchNorm2d_402","NN_BatchNorm2d_402"
"NN_BatchNorm2d_403","NN_BatchNorm2d_403"
"NN_BatchNorm2d_404","NN_BatchNorm2d_404"
"Functional_relu_43","Functional_relu_43"
"","LAYER_features_dense_2_2_conv2"
"NN_Conv2d_396","NN_Conv2d_396"
"NN_Conv2d_397","NN_Conv2d_397"
"NN_Conv2d_398","NN_Conv2d_398"
"NN_Conv2d_399","NN_Conv2d_399"
"NN_Conv2d_400","NN_Conv2d_400"
"NN_Conv2d_401","NN_Conv2d_401"
"NN_Conv2d_402","NN_Conv2d_402"
"NN_Conv2d_403","NN_Conv2d_403"
"NN_Conv2d_404","NN_Conv2d_404"
"Functional_concat_20","Torch_cat_20
LAYER_features_dense_2_2
LAYER_features_dense_2_3_bn1"
"NN_BatchNorm2d_405","NN_BatchNorm2d_405"
"NN_BatchNorm2d_406","NN_BatchNorm2d_406"
"NN_BatchNorm2d_407","NN_BatchNorm2d_407"
"NN_BatchNorm2d_408","NN_BatchNorm2d_408"
"NN_BatchNorm2d_409","NN_BatchNorm2d_409"
"NN_BatchNorm2d_410","NN_BatchNorm2d_410"
"NN_BatchNorm2d_411","NN_BatchNorm2d_411"
"NN_BatchNorm2d_412","NN_BatchNorm2d_412"
"NN_BatchNorm2d_413","NN_BatchNorm2d_413"
"Functional_relu_44","Functional_relu_44"
"","LAYER_features_dense_2_3_conv1"
"NN_Conv2d_405","NN_Conv2d_405"
"NN_Conv2d_406","NN_Conv2d_406"
"NN_Conv2d_407","NN_Conv2d_407"
"NN_Conv2d_408","NN_Conv2d_408"
"NN_Conv2d_409","NN_Conv2d_409"
"NN_Conv2d_410","NN_Conv2d_410"
"NN_Conv2d_411","NN_Conv2d_411"
"NN_Conv2d_412","NN_Conv2d_412"
"NN_Conv2d_413","NN_Conv2d_413"
"","LAYER_features_dense_2_3_bn2"
"NN_BatchNorm2d_414","NN_BatchNorm2d_414"
"NN_BatchNorm2d_415","NN_BatchNorm2d_415"
"NN_BatchNorm2d_416","NN_BatchNorm2d_416"
"NN_BatchNorm2d_417","NN_BatchNorm2d_417"
"NN_BatchNorm2d_418","NN_BatchNorm2d_418"
"NN_BatchNorm2d_419","NN_BatchNorm2d_419"
"NN_BatchNorm2d_420","NN_BatchNorm2d_420"
"NN_BatchNorm2d_421","NN_BatchNorm2d_421"
"NN_BatchNorm2d_422","NN_BatchNorm2d_422"
"Functional_relu_45","Functional_relu_45"
"","LAYER_features_dense_2_3_conv2"
"NN_Conv2d_414","NN_Conv2d_414"
"NN_Conv2d_415","NN_Conv2d_415"
"NN_Conv2d_416","NN_Conv2d_416"
"NN_Conv2d_417","NN_Conv2d_417"
"NN_Conv2d_418","NN_Conv2d_418"
"NN_Conv2d_419","NN_Conv2d_419"
"NN_Conv2d_420","NN_Conv2d_420"
"NN_Conv2d_421","NN_Conv2d_421"
"NN_Conv2d_422","NN_Conv2d_422"
"Functional_concat_21","Torch_cat_21
LAYER_features_dense_2_3
LAYER_features_dense_2_4_bn1"
"NN_BatchNorm2d_423","NN_BatchNorm2d_423"
"NN_BatchNorm2d_424","NN_BatchNorm2d_424"
"NN_BatchNorm2d_425","NN_BatchNorm2d_425"
"NN_BatchNorm2d_426","NN_BatchNorm2d_426"
"NN_BatchNorm2d_427","NN_BatchNorm2d_427"
"NN_BatchNorm2d_428","NN_BatchNorm2d_428"
"NN_BatchNorm2d_429","NN_BatchNorm2d_429"
"NN_BatchNorm2d_430","NN_BatchNorm2d_430"
"NN_BatchNorm2d_431","NN_BatchNorm2d_431"
"Functional_relu_46","Functional_relu_46"
"","LAYER_features_dense_2_4_conv1"
"NN_Conv2d_423","NN_Conv2d_423"
"NN_Conv2d_424","NN_Conv2d_424"
"NN_Conv2d_425","NN_Conv2d_425"
"NN_Conv2d_426","NN_Conv2d_426"
