"ORIGIN NET (mindspore)","TARGET NET (pytorch)","shape of orig","shape of target","result of allclose","ratio of allclose","cosine similarity","mean & max diffs"
"NN_Conv2d_305_forward_output","NN_Conv2d_305_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.65%","0.21226","0.01052, 0.03453"
"Functional_concat_15_forward_input.0.0","Torch_cat_15_forward_input.0.0","(10, 416, 28, 28)","(10, 416, 28, 28)","False","0.35%","-0.06217","0.05180, 0.56808"
"Functional_concat_15_forward_input.0.1","Torch_cat_15_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.65%","0.21226","0.01052, 0.03453"
"","Torch_cat_15_forward_output","","(10, 448, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_15_forward_output","","(10, 448, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_306_forward_input.0","NN_BatchNorm2d_306_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_306_forward_output","NN_BatchNorm2d_306_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_307_forward_input.0","NN_BatchNorm2d_307_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_307_forward_output","NN_BatchNorm2d_307_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_308_forward_input.0","NN_BatchNorm2d_308_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_308_forward_output","NN_BatchNorm2d_308_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_309_forward_input.0","NN_BatchNorm2d_309_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_309_forward_output","NN_BatchNorm2d_309_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_310_forward_input.0","NN_BatchNorm2d_310_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_310_forward_output","NN_BatchNorm2d_310_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_311_forward_input.0","NN_BatchNorm2d_311_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_311_forward_output","NN_BatchNorm2d_311_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_312_forward_input.0","NN_BatchNorm2d_312_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_312_forward_output","NN_BatchNorm2d_312_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_313_forward_input.0","NN_BatchNorm2d_313_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_313_forward_output","NN_BatchNorm2d_313_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_314_forward_input.0","NN_BatchNorm2d_314_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"NN_BatchNorm2d_314_forward_output","NN_BatchNorm2d_314_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"Functional_relu_33_forward_input.0","Functional_relu_33_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"Functional_relu_33_forward_output","Functional_relu_33_forward_output","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_306_forward_input.0","NN_Conv2d_306_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_306_forward_output","NN_Conv2d_306_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_307_forward_input.0","NN_Conv2d_307_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_307_forward_output","NN_Conv2d_307_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_308_forward_input.0","NN_Conv2d_308_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_308_forward_output","NN_Conv2d_308_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_309_forward_input.0","NN_Conv2d_309_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_309_forward_output","NN_Conv2d_309_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_310_forward_input.0","NN_Conv2d_310_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_310_forward_output","NN_Conv2d_310_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_311_forward_input.0","NN_Conv2d_311_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_311_forward_output","NN_Conv2d_311_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_312_forward_input.0","NN_Conv2d_312_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_312_forward_output","NN_Conv2d_312_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_313_forward_input.0","NN_Conv2d_313_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_313_forward_output","NN_Conv2d_313_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_Conv2d_314_forward_input.0","NN_Conv2d_314_forward_input.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","25.40%","0.21321","0.03355, 0.36787"
"NN_Conv2d_314_forward_output","NN_Conv2d_314_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_315_forward_input.0","NN_BatchNorm2d_315_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_315_forward_output","NN_BatchNorm2d_315_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_316_forward_input.0","NN_BatchNorm2d_316_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_316_forward_output","NN_BatchNorm2d_316_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_317_forward_input.0","NN_BatchNorm2d_317_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_317_forward_output","NN_BatchNorm2d_317_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_318_forward_input.0","NN_BatchNorm2d_318_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_318_forward_output","NN_BatchNorm2d_318_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_319_forward_input.0","NN_BatchNorm2d_319_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_319_forward_output","NN_BatchNorm2d_319_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_320_forward_input.0","NN_BatchNorm2d_320_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_320_forward_output","NN_BatchNorm2d_320_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_321_forward_input.0","NN_BatchNorm2d_321_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_321_forward_output","NN_BatchNorm2d_321_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_322_forward_input.0","NN_BatchNorm2d_322_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_322_forward_output","NN_BatchNorm2d_322_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_323_forward_input.0","NN_BatchNorm2d_323_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"NN_BatchNorm2d_323_forward_output","NN_BatchNorm2d_323_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"Functional_relu_34_forward_input.0","Functional_relu_34_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.28%","0.04370","0.02726, 0.14173"
"Functional_relu_34_forward_output","Functional_relu_34_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_315_forward_input.0","NN_Conv2d_315_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_315_forward_output","NN_Conv2d_315_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_316_forward_input.0","NN_Conv2d_316_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_316_forward_output","NN_Conv2d_316_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_317_forward_input.0","NN_Conv2d_317_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_317_forward_output","NN_Conv2d_317_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_318_forward_input.0","NN_Conv2d_318_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_318_forward_output","NN_Conv2d_318_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_319_forward_input.0","NN_Conv2d_319_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_319_forward_output","NN_Conv2d_319_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_320_forward_input.0","NN_Conv2d_320_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_320_forward_output","NN_Conv2d_320_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_321_forward_input.0","NN_Conv2d_321_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_321_forward_output","NN_Conv2d_321_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_322_forward_input.0","NN_Conv2d_322_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_322_forward_output","NN_Conv2d_322_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"NN_Conv2d_323_forward_input.0","NN_Conv2d_323_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","30.18%","0.34829","0.01833, 0.11046"
"NN_Conv2d_323_forward_output","NN_Conv2d_323_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"Functional_concat_16_forward_input.0.0","Torch_cat_16_forward_input.0.0","(10, 448, 28, 28)","(10, 448, 28, 28)","False","0.37%","-0.06164","0.04885, 0.56808"
"Functional_concat_16_forward_input.0.1","Torch_cat_16_forward_input.0.1","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.81%","-0.01835","0.01049, 0.04570"
"","Torch_cat_16_forward_output","","(10, 480, 28, 28)","False","0.00%","nan","nan, nan"
"Functional_concat_16_forward_output","","(10, 480, 28, 28)","","False","0.00%","nan","nan, nan"
"NN_BatchNorm2d_324_forward_input.0","NN_BatchNorm2d_324_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_324_forward_output","NN_BatchNorm2d_324_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_325_forward_input.0","NN_BatchNorm2d_325_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_325_forward_output","NN_BatchNorm2d_325_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_326_forward_input.0","NN_BatchNorm2d_326_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_326_forward_output","NN_BatchNorm2d_326_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_327_forward_input.0","NN_BatchNorm2d_327_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_327_forward_output","NN_BatchNorm2d_327_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_328_forward_input.0","NN_BatchNorm2d_328_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_328_forward_output","NN_BatchNorm2d_328_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_329_forward_input.0","NN_BatchNorm2d_329_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_329_forward_output","NN_BatchNorm2d_329_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_330_forward_input.0","NN_BatchNorm2d_330_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_330_forward_output","NN_BatchNorm2d_330_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_331_forward_input.0","NN_BatchNorm2d_331_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_331_forward_output","NN_BatchNorm2d_331_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_332_forward_input.0","NN_BatchNorm2d_332_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"NN_BatchNorm2d_332_forward_output","NN_BatchNorm2d_332_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"Functional_relu_35_forward_input.0","Functional_relu_35_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","0.40%","-0.06156","0.04630, 0.56808"
"Functional_relu_35_forward_output","Functional_relu_35_forward_output","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_324_forward_input.0","NN_Conv2d_324_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_324_forward_output","NN_Conv2d_324_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_325_forward_input.0","NN_Conv2d_325_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_325_forward_output","NN_Conv2d_325_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_326_forward_input.0","NN_Conv2d_326_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_326_forward_output","NN_Conv2d_326_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_327_forward_input.0","NN_Conv2d_327_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_327_forward_output","NN_Conv2d_327_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_328_forward_input.0","NN_Conv2d_328_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_328_forward_output","NN_Conv2d_328_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_329_forward_input.0","NN_Conv2d_329_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_329_forward_output","NN_Conv2d_329_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_330_forward_input.0","NN_Conv2d_330_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_330_forward_output","NN_Conv2d_330_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_331_forward_input.0","NN_Conv2d_331_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_331_forward_output","NN_Conv2d_331_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_Conv2d_332_forward_input.0","NN_Conv2d_332_forward_input.0","(10, 480, 28, 28)","(10, 480, 28, 28)","False","25.18%","0.21335","0.03173, 0.36787"
"NN_Conv2d_332_forward_output","NN_Conv2d_332_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_333_forward_input.0","NN_BatchNorm2d_333_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_333_forward_output","NN_BatchNorm2d_333_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_334_forward_input.0","NN_BatchNorm2d_334_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_334_forward_output","NN_BatchNorm2d_334_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_335_forward_input.0","NN_BatchNorm2d_335_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_335_forward_output","NN_BatchNorm2d_335_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_336_forward_input.0","NN_BatchNorm2d_336_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_336_forward_output","NN_BatchNorm2d_336_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_337_forward_input.0","NN_BatchNorm2d_337_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_337_forward_output","NN_BatchNorm2d_337_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_338_forward_input.0","NN_BatchNorm2d_338_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_338_forward_output","NN_BatchNorm2d_338_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_339_forward_input.0","NN_BatchNorm2d_339_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_339_forward_output","NN_BatchNorm2d_339_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_340_forward_input.0","NN_BatchNorm2d_340_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_340_forward_output","NN_BatchNorm2d_340_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_341_forward_input.0","NN_BatchNorm2d_341_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"NN_BatchNorm2d_341_forward_output","NN_BatchNorm2d_341_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"Functional_relu_36_forward_input.0","Functional_relu_36_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","0.24%","0.02432","0.02639, 0.11444"
"Functional_relu_36_forward_output","Functional_relu_36_forward_output","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_333_forward_input.0","NN_Conv2d_333_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_333_forward_output","NN_Conv2d_333_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_334_forward_input.0","NN_Conv2d_334_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_334_forward_output","NN_Conv2d_334_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_335_forward_input.0","NN_Conv2d_335_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_335_forward_output","NN_Conv2d_335_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_336_forward_input.0","NN_Conv2d_336_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_336_forward_output","NN_Conv2d_336_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_337_forward_input.0","NN_Conv2d_337_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_337_forward_output","NN_Conv2d_337_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_338_forward_input.0","NN_Conv2d_338_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_338_forward_output","NN_Conv2d_338_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_339_forward_input.0","NN_Conv2d_339_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_339_forward_output","NN_Conv2d_339_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_340_forward_input.0","NN_Conv2d_340_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
"NN_Conv2d_340_forward_output","NN_Conv2d_340_forward_output","(10, 32, 28, 28)","(10, 32, 28, 28)","False","0.63%","0.05088","0.01080, 0.03934"
"NN_Conv2d_341_forward_input.0","NN_Conv2d_341_forward_input.0","(10, 128, 28, 28)","(10, 128, 28, 28)","False","27.74%","0.31730","0.01987, 0.09309"
